booking_id,date,time,city,pickup_location,drop_location,vehicle_type,ride_distance,booking_value,driver_rating,customer_rating,payment_method,wait_time,booking_status,cancelled_by_customer,cancelled_by_driver,customer_cancel_reason,driver_cancel_reason,booking_datetime,is_cancelled,is_completed,hour,day_of_week,is_weekend,is_peak_hour,fare_per_km,segment_bookings,segment_avg_wait,segment_avg_fare,segment_avg_distance,city_bookings,city_avg_fare,distance_bucket,fare_bucket
388,2024-01-06,09:00:00,Chennai,Residential,Hospital,Mini,7.93,194.44,4.37,3.95,Wallet,1.99,Completed,0,0,,,2024-01-06 09:00:00,0,1,9,5,1,1,24.51954602774275,135,6.073407407407407,201.4768888888889,8.799037037037037,4155,204.11986762936223,medium,high
389,2024-01-06,09:20:00,Bengaluru,Mall,University,Bike,2.43,121.32,4.97,3.27,Cash,5.4,Cancelled,0,1,High fare,High fare,2024-01-06 09:20:00,1,0,9,5,1,1,49.92592592592592,108,7.154814814814815,194.33851851851853,8.107962962962963,4217,206.72134930045058,short,low
390,2024-01-06,09:40:00,Pune,University,Hospital,Auto,21.46,483.82,4.14,4.77,Cash,10.74,Completed,0,0,,,2024-01-06 09:40:00,0,1,9,5,1,1,22.545200372786574,143,6.414825174825175,210.07916083916083,9.218041958041958,4079,206.66771512625644,very_long,premium
391,2024-01-06,10:00:00,Bengaluru,Residential,University,SUV,8.95,269.71,4.63,4.27,Wallet,3.91,Cancelled,1,0,Customer changed plans,Customer changed plans,2024-01-06 10:00:00,1,0,10,5,1,1,30.135195530726257,52,6.625192307692307,211.98288461538462,9.233461538461539,4217,206.72134930045058,long,premium
392,2024-01-06,10:20:00,Chennai,Market,Hospital,Mini,7.53,221.87,3.28,4.85,Cash,7.15,Cancelled,1,1,Driver asked to cancel,Long wait time,2024-01-06 10:20:00,1,0,10,5,1,1,29.464807436918992,160,6.8181875000000005,200.450375,8.632375,4155,204.11986762936223,medium,high
393,2024-01-06,10:40:00,Chennai,Hospital,Hospital,Prime Sedan,2.94,136.77,4.23,3.74,Wallet,33.1,Cancelled,0,0,Customer changed plans,Driver asked to cancel,2024-01-06 10:40:00,1,0,10,5,1,1,46.52040816326531,95,7.635157894736842,194.36747368421052,8.443473684210526,4155,204.11986762936223,short,mid
394,2024-01-06,11:00:00,Hyderabad,Railway Station,Tech Park,Mini,7.8,201.11,3.58,5.0,UPI,10.22,Completed,0,0,,,2024-01-06 11:00:00,0,1,11,5,1,0,25.78333333333333,154,6.700454545454544,200.16012987012988,8.426428571428572,4218,204.3446846846847,medium,high
395,2024-01-06,11:20:00,Mumbai,Airport,Railway Station,SUV,7.19,181.85,4.63,3.98,Card,7.42,Cancelled,0,0,High fare,Driver asked to cancel,2024-01-06 11:20:00,1,0,11,5,1,0,25.29207232267037,54,6.567777777777779,185.47666666666666,7.675925925925926,4150,204.35813493975903,medium,high
396,2024-01-06,11:40:00,Bengaluru,Tech Park,Railway Station,Auto,22.23,414.77,4.08,4.16,UPI,9.34,Cancelled,1,1,Long wait time,Driver not moving,2024-01-06 11:40:00,1,0,11,5,1,0,18.658119658119656,134,6.626044776119403,205.1061194029851,8.845373134328359,4217,206.72134930045058,very_long,premium
397,2024-01-06,12:00:00,Mumbai,Hospital,Market,Auto,7.53,169.62,4.59,4.3,Card,7.7,Cancelled,1,0,Driver not moving,Customer changed plans,2024-01-06 12:00:00,1,0,12,5,1,0,22.52589641434263,129,6.224108527131783,206.29643410852714,8.872093023255815,4150,204.35813493975903,medium,mid
398,2024-01-06,12:20:00,Pune,Railway Station,Airport,Mini,7.71,159.61,4.16,3.74,Card,2.67,Cancelled,0,1,Driver asked to cancel,Driver not moving,2024-01-06 12:20:00,1,0,12,5,1,0,20.701686121919582,129,5.579767441860465,215.80108527131782,9.42658914728682,4079,206.66771512625644,medium,mid
399,2024-01-06,12:40:00,Chennai,Mall,Tech Park,Auto,2.98,100.26,4.19,4.09,Card,6.99,Cancelled,0,0,Customer changed plans,Customer changed plans,2024-01-06 12:40:00,1,0,12,5,1,0,33.644295302013425,131,6.118778625954198,213.9485496183206,9.168702290076336,4155,204.11986762936223,short,low
400,2024-01-06,13:00:00,Delhi,Railway Station,Tech Park,Auto,4.09,96.77,4.12,3.48,Wallet,20.52,Cancelled,1,0,Driver not moving,Driver asked to cancel,2024-01-06 13:00:00,1,0,13,5,1,0,23.660146699266505,126,7.031587301587302,194.16587301587302,8.07436507936508,4181,205.5532791198278,medium,low
401,2024-01-06,13:20:00,Hyderabad,Hospital,Railway Station,Auto,10.62,279.72,4.56,4.53,Card,12.32,Cancelled,1,1,High fare,Driver asked to cancel,2024-01-06 13:20:00,1,0,13,5,1,0,26.338983050847464,156,6.535384615384615,219.80410256410258,9.63653846153846,4218,204.3446846846847,long,premium
402,2024-01-06,13:40:00,Hyderabad,Railway Station,Residential,SUV,1.34,67.21,4.48,4.05,UPI,4.38,Completed,0,0,,,2024-01-06 13:40:00,0,1,13,5,1,0,50.15671641791044,50,6.291,183.78119999999998,7.524,4218,204.3446846846847,short,low
403,2024-01-06,14:00:00,Bengaluru,Mall,Market,Auto,14.34,235.16,4.05,3.05,Card,4.8,Completed,0,0,,,2024-01-06 14:00:00,0,1,14,5,1,0,16.398884239888424,126,6.796031746031746,206.63785714285714,8.569206349206349,4217,206.72134930045058,long,high
404,2024-01-06,14:20:00,Delhi,Tech Park,Railway Station,Mini,14.59,333.09,4.33,4.08,UPI,21.44,Cancelled,1,1,Driver asked to cancel,Customer changed plans,2024-01-06 14:20:00,1,0,14,5,1,0,22.830020562028785,137,6.378102189781021,202.07605839416058,8.918102189781022,4181,205.5532791198278,long,premium
405,2024-01-06,14:40:00,Mumbai,Railway Station,Market,SUV,3.74,101.32,4.12,4.38,Card,5.39,Completed,0,0,,,2024-01-06 14:40:00,0,1,14,5,1,0,27.090909090909086,51,6.3560784313725485,213.40019607843138,8.966078431372548,4150,204.35813493975903,medium,low
406,2024-01-06,15:00:00,Chennai,Railway Station,Hospital,Mini,9.51,212.49,4.19,4.39,Cash,3.97,Cancelled,1,1,Long wait time,Driver asked to cancel,2024-01-06 15:00:00,1,0,15,5,1,0,22.34384858044164,148,6.598648648648648,214.7150675675676,9.145743243243242,4155,204.11986762936223,long,high
407,2024-01-06,15:20:00,Pune,University,Tech Park,Auto,16.94,283.18,4.19,5.0,Wallet,2.74,Cancelled,0,0,Driver asked to cancel,Driver asked to cancel,2024-01-06 15:20:00,1,0,15,5,1,0,16.71664698937426,143,6.414825174825175,210.07916083916083,9.218041958041958,4079,206.66771512625644,very_long,premium
408,2024-01-06,15:40:00,Bengaluru,Railway Station,Airport,Prime Sedan,6.77,145.45,4.16,4.33,Cash,6.21,Cancelled,1,0,Driver asked to cancel,Customer changed plans,2024-01-06 15:40:00,1,0,15,5,1,0,21.48449039881832,109,5.9265137614678896,195.8440366972477,8.309816513761469,4217,206.72134930045058,medium,mid
409,2024-01-06,16:00:00,Hyderabad,University,Market,SUV,5.85,167.73,4.6,4.14,Wallet,3.78,Cancelled,0,0,Driver asked to cancel,Customer changed plans,2024-01-06 16:00:00,1,0,16,5,1,0,28.671794871794877,51,6.253725490196079,192.20137254901962,8.18921568627451,4218,204.3446846846847,medium,mid
410,2024-01-06,16:20:00,Mumbai,Hospital,Airport,Mini,6.42,150.46,4.6,4.19,UPI,6.02,Cancelled,0,0,Long wait time,High fare,2024-01-06 16:20:00,1,0,16,5,1,0,23.436137071651093,143,6.000979020979021,206.26447552447553,8.968951048951048,4150,204.35813493975903,medium,mid
411,2024-01-06,16:40:00,Mumbai,University,Mall,Mini,8.94,210.74,3.81,4.98,Card,7.27,Cancelled,1,1,High fare,Driver asked to cancel,2024-01-06 16:40:00,1,0,16,5,1,0,23.572706935123044,155,5.740774193548387,216.36354838709676,9.410387096774192,4150,204.35813493975903,long,high
412,2024-01-06,17:00:00,Chennai,University,Railway Station,Prime Sedan,4.53,122.44,4.28,3.83,UPI,13.36,Completed,0,0,,,2024-01-06 17:00:00,0,1,17,5,1,1,27.02869757174393,92,6.781739130434782,218.50902173913045,9.93413043478261,4155,204.11986762936223,medium,low
413,2024-01-06,17:20:00,Delhi,Mall,Airport,Auto,5.48,136.24,5.0,4.05,Wallet,4.72,Completed,0,0,,,2024-01-06 17:20:00,0,1,17,5,1,1,24.861313868613134,122,6.1268032786885245,205.8987704918033,8.922786885245902,4181,205.5532791198278,medium,mid
414,2024-01-06,17:40:00,Hyderabad,Tech Park,Tech Park,Mini,9.06,182.41,4.81,4.58,UPI,1.0,Completed,0,0,,,2024-01-06 17:40:00,0,1,17,5,1,1,20.13355408388521,145,6.0728275862068966,220.07758620689654,9.456206896551725,4218,204.3446846846847,long,high
415,2024-01-06,18:00:00,Pune,Airport,Mall,Mini,5.13,156.93,5.0,4.34,Cash,4.54,Completed,0,0,,,2024-01-06 18:00:00,0,1,18,5,1,1,30.590643274853804,146,6.310068493150685,198.9645890410959,8.744041095890411,4079,206.66771512625644,medium,mid
416,2024-01-06,18:20:00,Chennai,Residential,University,Prime Sedan,2.75,148.2,4.01,3.76,Wallet,4.59,Completed,0,0,,,2024-01-06 18:20:00,0,1,18,5,1,1,53.89090909090908,99,7.184141414141414,209.5051515151515,8.996464646464647,4155,204.11986762936223,short,mid
417,2024-01-06,18:40:00,Pune,Hospital,Tech Park,Prime Sedan,1.21,102.91,4.23,4.36,Wallet,4.3,Completed,0,0,,,2024-01-06 18:40:00,0,1,18,5,1,1,85.0495867768595,102,6.381470588235294,200.2107843137255,8.530392156862746,4079,206.66771512625644,short,low
418,2024-01-06,19:00:00,Chennai,Mall,Mall,SUV,7.64,200.21,4.07,5.0,UPI,5.22,Cancelled,1,1,Customer changed plans,Driver not moving,2024-01-06 19:00:00,1,0,19,5,1,1,26.20549738219896,48,6.186875000000001,192.63729166666667,7.816666666666666,4155,204.11986762936223,medium,high
419,2024-01-06,19:20:00,Hyderabad,Hospital,Market,Auto,16.26,339.78,4.37,4.21,UPI,1.0,Cancelled,1,1,Driver asked to cancel,High fare,2024-01-06 19:20:00,1,0,19,5,1,1,20.896678966789665,156,6.535384615384615,219.80410256410258,9.63653846153846,4218,204.3446846846847,very_long,premium
420,2024-01-06,19:40:00,Pune,Hospital,Residential,Bike,9.85,262.06,4.46,4.06,Card,2.07,Cancelled,0,1,Long wait time,Customer changed plans,2024-01-06 19:40:00,1,0,19,5,1,1,26.60507614213198,125,7.04696,214.30552,9.29984,4079,206.66771512625644,long,premium
421,2024-01-06,20:00:00,Delhi,Mall,Railway Station,Mini,2.84,130.9,4.54,4.25,UPI,4.15,Completed,0,0,,,2024-01-06 20:00:00,0,1,20,5,1,1,46.091549295774655,146,6.033630136986301,215.8771917808219,9.71472602739726,4181,205.5532791198278,short,mid
422,2024-01-06,20:20:00,Chennai,Market,Railway Station,Mini,4.06,152.01,4.21,4.16,Card,10.2,Completed,0,0,,,2024-01-06 20:20:00,0,1,20,5,1,1,37.44088669950739,160,6.8181875000000005,200.450375,8.632375,4155,204.11986762936223,medium,mid
423,2024-01-06,20:40:00,Delhi,Hospital,Hospital,Bike,5.82,170.95,4.13,5.0,UPI,5.49,Cancelled,0,0,Driver not moving,Customer changed plans,2024-01-06 20:40:00,1,0,20,5,1,1,29.372852233676973,119,6.073529411764706,216.2518487394958,9.193949579831932,4181,205.5532791198278,medium,mid
424,2024-01-06,21:00:00,Delhi,Mall,Hospital,Prime Sedan,22.68,483.19,4.05,4.65,Wallet,8.13,Completed,0,0,,,2024-01-06 21:00:00,0,1,21,5,1,1,21.30467372134039,85,6.609529411764707,210.98882352941175,9.348941176470587,4181,205.5532791198278,very_long,premium
425,2024-01-06,21:20:00,Mumbai,Residential,Railway Station,Bike,23.47,426.58,4.31,3.31,Cash,1.81,Cancelled,0,0,Customer changed plans,High fare,2024-01-06 21:20:00,1,0,21,5,1,1,18.175543246697917,90,7.410555555555556,214.93122222222223,9.333888888888888,4150,204.35813493975903,very_long,premium
426,2024-01-06,21:40:00,Pune,Mall,Market,Mini,21.74,411.97,4.58,4.85,Card,3.04,Cancelled,0,1,Driver not moving,Long wait time,2024-01-06 21:40:00,1,0,21,5,1,1,18.949862005519783,158,6.550822784810126,205.47462025316457,8.949050632911392,4079,206.66771512625644,very_long,premium
427,2024-01-06,22:00:00,Pune,Railway Station,Market,Prime Sedan,8.21,217.39,4.62,4.04,Card,1.0,Cancelled,0,1,Long wait time,Driver asked to cancel,2024-01-06 22:00:00,1,0,22,5,1,0,26.47868453105968,75,6.699866666666667,212.65266666666668,9.324266666666666,4079,206.66771512625644,long,high
428,2024-01-06,22:20:00,Delhi,Market,Market,Mini,41.8,623.16,4.81,4.36,UPI,1.0,Cancelled,1,1,Driver not moving,Long wait time,2024-01-06 22:20:00,1,0,22,5,1,0,14.908133971291866,143,5.897832167832168,215.60608391608392,9.371888111888113,4181,205.5532791198278,very_long,premium
429,2024-01-06,22:40:00,Mumbai,Market,Tech Park,Bike,4.23,109.39,4.49,4.68,UPI,19.27,Cancelled,0,1,High fare,Driver asked to cancel,2024-01-06 22:40:00,1,0,22,5,1,0,25.860520094562645,104,6.430192307692308,215.17634615384617,9.049903846153846,4150,204.35813493975903,medium,low
430,2024-01-06,23:00:00,Bengaluru,University,University,Auto,5.66,153.43,4.64,4.91,Card,1.7,Completed,0,0,,,2024-01-06 23:00:00,0,1,23,5,1,0,27.107773851590107,138,6.099420289855073,196.835,8.47195652173913,4217,206.72134930045058,medium,mid
431,2024-01-06,23:20:00,Bengaluru,Mall,Market,Prime Sedan,13.61,321.04,3.86,4.44,UPI,2.44,Cancelled,0,1,Driver not moving,Driver asked to cancel,2024-01-06 23:20:00,1,0,23,5,1,0,23.588537839823665,93,6.178494623655914,203.11397849462364,8.46763440860215,4217,206.72134930045058,long,premium
432,2024-01-06,23:40:00,Delhi,Hospital,Market,SUV,9.09,176.59,4.72,4.27,Cash,2.94,Completed,0,0,,,2024-01-06 23:40:00,0,1,23,5,1,0,19.42684268426843,58,5.732068965517241,202.2955172413793,8.954310344827586,4181,205.5532791198278,long,mid
433,2024-01-07,00:00:00,Pune,Mall,Mall,Auto,9.46,197.74,4.76,4.08,Wallet,15.54,Cancelled,0,0,Long wait time,Long wait time,2024-01-07 00:00:00,1,0,0,6,1,0,20.90274841437632,117,7.211025641025641,201.06418803418802,8.807264957264957,4079,206.66771512625644,long,high
434,2024-01-07,00:20:00,Hyderabad,Market,University,Mini,3.28,115.74,4.99,4.26,Cash,1.76,Completed,0,0,,,2024-01-07 00:20:00,0,1,0,6,1,0,35.28658536585366,136,5.868235294117647,209.8464705882353,8.952279411764707,4218,204.3446846846847,medium,low
435,2024-01-07,00:40:00,Mumbai,Airport,Residential,Auto,7.15,198.43,5.0,5.0,Wallet,4.93,Completed,0,0,,,2024-01-07 00:40:00,0,1,0,6,1,0,27.752447552447556,138,6.441666666666667,188.81898550724637,7.991956521739131,4150,204.35813493975903,medium,high
436,2024-01-07,01:00:00,Mumbai,Residential,Airport,SUV,4.28,111.25,3.96,3.6,Cash,3.14,Completed,0,0,,,2024-01-07 01:00:00,0,1,1,6,1,0,25.99299065420561,52,6.843461538461539,227.75634615384615,10.600576923076924,4150,204.35813493975903,medium,low
437,2024-01-07,01:20:00,Delhi,Residential,Railway Station,Prime Sedan,2.27,82.94,4.69,4.17,Card,3.75,Completed,0,0,,,2024-01-07 01:20:00,0,1,1,6,1,0,36.5374449339207,90,6.9108888888888895,182.39522222222223,7.7331111111111115,4181,205.5532791198278,short,low
438,2024-01-07,01:40:00,Delhi,University,Mall,Auto,4.7,128.85,4.24,4.58,Cash,1.39,Completed,0,0,,,2024-01-07 01:40:00,0,1,1,6,1,0,27.414893617021274,130,6.815076923076924,205.0416153846154,8.803,4181,205.5532791198278,medium,mid
439,2024-01-07,02:00:00,Hyderabad,Hospital,Railway Station,Auto,9.1,224.87,4.2,5.0,Cash,3.23,Cancelled,1,0,Driver not moving,Customer changed plans,2024-01-07 02:00:00,1,0,2,6,1,0,24.71098901098901,156,6.535384615384615,219.80410256410258,9.63653846153846,4218,204.3446846846847,long,high
440,2024-01-07,02:20:00,Bengaluru,Residential,Tech Park,Prime Sedan,12.17,236.26,4.24,5.0,Card,8.55,Cancelled,1,0,Long wait time,Customer changed plans,2024-01-07 02:20:00,1,0,2,6,1,0,19.41331142152835,99,6.023939393939394,201.279797979798,8.449595959595959,4217,206.72134930045058,long,high
441,2024-01-07,02:40:00,Chennai,Railway Station,Railway Station,SUV,1.17,63.79,4.2,4.4,Card,4.89,Cancelled,0,1,Driver not moving,Driver asked to cancel,2024-01-07 02:40:00,1,0,2,6,1,0,54.52136752136752,56,6.601785714285714,215.77392857142857,9.401607142857143,4155,204.11986762936223,short,low
442,2024-01-07,03:00:00,Chennai,Mall,Residential,Prime Sedan,7.4,247.05,4.32,4.61,Card,7.08,Completed,0,0,,,2024-01-07 03:00:00,0,1,3,6,1,0,33.38513513513514,100,6.6923,197.3263,8.3563,4155,204.11986762936223,medium,high
443,2024-01-07,03:20:00,Bengaluru,Tech Park,Railway Station,Prime Sedan,6.92,184.8,4.22,4.7,Cash,1.96,Cancelled,1,0,Driver asked to cancel,High fare,2024-01-07 03:20:00,1,0,3,6,1,0,26.70520231213873,83,6.478554216867471,208.02072289156627,8.971204819277109,4217,206.72134930045058,medium,high
444,2024-01-07,03:40:00,Chennai,Hospital,Tech Park,Mini,8.77,209.99,4.53,4.13,Wallet,9.29,Cancelled,0,0,Customer changed plans,Driver not moving,2024-01-07 03:40:00,1,0,3,6,1,0,23.944127708095785,146,6.657602739726027,205.59527397260274,8.873287671232877,4155,204.11986762936223,long,high
445,2024-01-07,04:00:00,Chennai,University,Residential,SUV,2.89,89.54,4.61,4.65,Card,5.16,Completed,0,0,,,2024-01-07 04:00:00,0,1,4,6,1,0,30.98269896193772,58,7.832931034482758,179.39258620689657,7.33,4155,204.11986762936223,short,low
446,2024-01-07,04:20:00,Bengaluru,Airport,University,Bike,2.94,97.28,4.78,4.05,Card,3.82,Completed,0,0,,,2024-01-07 04:20:00,0,1,4,6,1,0,33.08843537414966,93,5.620752688172043,228.94623655913978,9.738817204301075,4217,206.72134930045058,short,low
447,2024-01-07,04:40:00,Bengaluru,Tech Park,Tech Park,Mini,16.55,320.68,4.56,3.69,Cash,4.27,Completed,0,0,,,2024-01-07 04:40:00,0,1,4,6,1,0,19.37643504531722,147,6.278707482993197,217.71054421768707,9.40891156462585,4217,206.72134930045058,very_long,premium
448,2024-01-07,05:00:00,Pune,Hospital,Airport,SUV,3.78,104.55,4.34,4.57,Wallet,5.69,Completed,0,0,,,2024-01-07 05:00:00,0,1,5,6,1,0,27.65873015873016,52,6.571346153846154,214.91692307692307,9.702307692307691,4079,206.66771512625644,medium,low
449,2024-01-07,05:20:00,Chennai,Mall,Hospital,Bike,5.45,127.23,4.62,4.27,Card,5.51,Completed,0,0,,,2024-01-07 05:20:00,0,1,5,6,1,0,23.344954128440367,110,6.862454545454545,185.93063636363635,7.960545454545454,4155,204.11986762936223,medium,low
450,2024-01-07,05:40:00,Bengaluru,Mall,Airport,Auto,5.89,131.77,4.73,4.69,Card,13.36,Cancelled,1,0,Driver asked to cancel,Long wait time,2024-01-07 05:40:00,1,0,5,6,1,0,22.37181663837012,126,6.796031746031746,206.63785714285714,8.569206349206349,4217,206.72134930045058,medium,mid
451,2024-01-07,06:00:00,Hyderabad,Market,Market,Prime Sedan,4.35,118.32,4.58,4.43,Card,5.86,Completed,0,0,,,2024-01-07 06:00:00,0,1,6,6,1,0,27.2,116,6.650431034482759,189.40439655172415,7.992155172413794,4218,204.3446846846847,medium,low
452,2024-01-07,06:20:00,Delhi,Residential,Tech Park,Mini,10.4,182.88,4.56,3.92,Wallet,5.69,Completed,0,0,,,2024-01-07 06:20:00,0,1,6,6,1,0,17.584615384615383,147,6.306394557823129,197.2825850340136,8.1078231292517,4181,205.5532791198278,long,high
453,2024-01-07,06:40:00,Hyderabad,Hospital,Airport,Auto,9.81,152.14,5.0,4.88,Wallet,4.73,Completed,0,0,,,2024-01-07 06:40:00,0,1,6,6,1,0,15.50866462793068,156,6.535384615384615,219.80410256410258,9.63653846153846,4218,204.3446846846847,long,mid
454,2024-01-07,07:00:00,Pune,Airport,Hospital,Mini,6.69,141.68,4.16,4.59,Wallet,6.6,Completed,0,0,,,2024-01-07 07:00:00,0,1,7,6,1,0,21.177877428998507,146,6.310068493150685,198.9645890410959,8.744041095890411,4079,206.66771512625644,medium,mid
455,2024-01-07,07:20:00,Bengaluru,Hospital,Mall,Prime Sedan,4.56,123.17,4.69,4.64,Cash,9.95,Completed,0,0,,,2024-01-07 07:20:00,0,1,7,6,1,0,27.010964912280706,95,6.212736842105263,208.5844210526316,9.03778947368421,4217,206.72134930045058,medium,low
456,2024-01-07,07:40:00,Hyderabad,Mall,Mall,Auto,6.3,126.99,4.43,3.78,Wallet,1.0,Completed,0,0,,,2024-01-07 07:40:00,0,1,7,6,1,0,20.15714285714286,117,6.615897435897436,215.54666666666665,9.726923076923077,4218,204.3446846846847,medium,low
457,2024-01-07,08:00:00,Delhi,Residential,Mall,Mini,7.86,172.41,3.79,3.98,Card,1.0,Completed,0,0,,,2024-01-07 08:00:00,0,1,8,6,1,1,21.93511450381679,147,6.306394557823129,197.2825850340136,8.1078231292517,4181,205.5532791198278,medium,mid
458,2024-01-07,08:20:00,Bengaluru,Residential,Residential,Bike,4.07,145.11,3.77,4.06,Wallet,4.58,Cancelled,1,1,High fare,Long wait time,2024-01-07 08:20:00,1,0,8,6,1,1,35.65356265356265,125,6.82376,199.0232,8.686639999999999,4217,206.72134930045058,medium,mid
459,2024-01-07,08:40:00,Bengaluru,University,Tech Park,Auto,10.93,272.46,3.71,4.28,Card,2.78,Cancelled,1,0,Driver not moving,Driver not moving,2024-01-07 08:40:00,1,0,8,6,1,1,24.92772186642269,138,6.099420289855073,196.835,8.47195652173913,4217,206.72134930045058,long,premium
460,2024-01-07,09:00:00,Chennai,Railway Station,Market,Auto,14.27,338.99,4.38,5.0,Wallet,5.46,Completed,0,0,,,2024-01-07 09:00:00,0,1,9,6,1,1,23.75543097407148,129,6.483720930232558,201.0391472868217,8.32968992248062,4155,204.11986762936223,long,premium
461,2024-01-07,09:20:00,Mumbai,Tech Park,Mall,Auto,18.39,334.66,3.81,3.68,Wallet,5.56,Cancelled,1,1,Long wait time,Customer changed plans,2024-01-07 09:20:00,1,0,9,6,1,1,18.19793365959761,123,6.13869918699187,191.50642276422764,7.9973983739837395,4150,204.35813493975903,very_long,premium
462,2024-01-07,09:40:00,Delhi,Airport,Tech Park,SUV,17.67,347.92,4.34,4.31,Cash,4.53,Completed,0,0,,,2024-01-07 09:40:00,0,1,9,6,1,1,19.68986983588002,69,5.187536231884058,188.72898550724636,7.870869565217392,4181,205.5532791198278,very_long,premium
463,2024-01-07,10:00:00,Chennai,Hospital,Airport,Auto,5.86,178.15,4.43,3.84,Wallet,11.85,Cancelled,1,1,High fare,Driver asked to cancel,2024-01-07 10:00:00,1,0,10,6,1,1,30.401023890784984,129,6.835581395348837,204.00581395348837,8.688449612403101,4155,204.11986762936223,medium,mid
464,2024-01-07,10:20:00,Mumbai,Airport,Market,Auto,8.14,225.64,4.2,3.88,Wallet,2.54,Completed,0,0,,,2024-01-07 10:20:00,0,1,10,6,1,1,27.71990171990172,138,6.441666666666667,188.81898550724637,7.991956521739131,4150,204.35813493975903,long,high
465,2024-01-07,10:40:00,Hyderabad,Hospital,Mall,Prime Sedan,6.59,184.01,4.28,4.13,Cash,3.03,Completed,0,0,,,2024-01-07 10:40:00,0,1,10,6,1,1,27.922610015174502,100,6.9213,194.6852,7.7663,4218,204.3446846846847,medium,high
466,2024-01-07,11:00:00,Chennai,Railway Station,Residential,Auto,6.58,179.21,4.69,4.49,Cash,14.24,Cancelled,1,1,Driver not moving,Driver not moving,2024-01-07 11:00:00,1,0,11,6,1,0,27.2355623100304,129,6.483720930232558,201.0391472868217,8.32968992248062,4155,204.11986762936223,medium,mid
467,2024-01-07,11:20:00,Chennai,Railway Station,Mall,Mini,6.27,146.0,4.06,3.17,Card,1.69,Completed,0,0,,,2024-01-07 11:20:00,0,1,11,6,1,0,23.28548644338118,148,6.598648648648648,214.7150675675676,9.145743243243242,4155,204.11986762936223,medium,mid
468,2024-01-07,11:40:00,Bengaluru,University,University,Mini,7.5,193.92,4.39,3.6,UPI,4.29,Completed,0,0,,,2024-01-07 11:40:00,0,1,11,6,1,0,25.856,149,6.05765100671141,217.88154362416105,9.581006711409396,4217,206.72134930045058,medium,high
469,2024-01-07,12:00:00,Hyderabad,Market,University,Auto,15.82,361.16,3.59,4.03,Cash,3.94,Cancelled,0,1,Long wait time,Driver asked to cancel,2024-01-07 12:00:00,1,0,12,6,1,0,22.829329962073327,112,5.918482142857143,199.55839285714288,8.871428571428572,4218,204.3446846846847,very_long,premium
470,2024-01-07,12:20:00,Pune,University,University,Prime Sedan,9.29,156.47,4.46,4.16,Wallet,7.46,Completed,0,0,,,2024-01-07 12:20:00,0,1,12,6,1,0,16.842841765339077,92,6.677934782608696,193.42902173913043,8.15695652173913,4079,206.66771512625644,long,mid
471,2024-01-07,12:40:00,Hyderabad,Hospital,Market,Bike,2.78,99.0,4.83,3.84,UPI,4.97,Completed,0,0,,,2024-01-07 12:40:00,0,1,12,6,1,0,35.61151079136691,112,6.301071428571428,192.40205357142855,8.128214285714286,4218,204.3446846846847,short,low
472,2024-01-07,13:00:00,Hyderabad,Market,Airport,Prime Sedan,13.87,318.94,4.65,4.1,Cash,1.46,Cancelled,1,1,Customer changed plans,Driver not moving,2024-01-07 13:00:00,1,0,13,6,1,0,22.994953136265323,116,6.650431034482759,189.40439655172415,7.992155172413794,4218,204.3446846846847,long,premium
473,2024-01-07,13:20:00,Pune,Residential,Hospital,Auto,8.68,211.53,4.28,4.08,UPI,3.46,Cancelled,1,1,High fare,Customer changed plans,2024-01-07 13:20:00,1,0,13,6,1,0,24.369815668202765,107,6.202242990654206,194.90289719626168,8.464485981308412,4079,206.66771512625644,long,high
474,2024-01-07,13:40:00,Mumbai,University,Railway Station,Prime Sedan,10.48,178.12,4.23,4.51,Cash,3.12,Cancelled,0,0,Customer changed plans,Long wait time,2024-01-07 13:40:00,1,0,13,6,1,0,16.99618320610687,102,6.409411764705882,217.86049019607844,9.77029411764706,4150,204.35813493975903,long,mid
475,2024-01-07,14:00:00,Delhi,Market,Residential,Bike,9.16,189.35,4.96,4.38,Card,8.49,Completed,0,0,,,2024-01-07 14:00:00,0,1,14,6,1,0,20.671397379912666,117,5.937692307692308,201.12025641025642,8.584615384615384,4181,205.5532791198278,long,high
476,2024-01-07,14:20:00,Delhi,Airport,Mall,Prime Sedan,9.46,191.86,4.59,4.23,Card,14.19,Completed,0,0,,,2024-01-07 14:20:00,0,1,14,6,1,0,20.28118393234672,97,6.651855670103093,203.3332989690722,8.588453608247423,4181,205.5532791198278,long,high
477,2024-01-07,14:40:00,Hyderabad,Railway Station,Tech Park,Mini,9.76,253.73,4.39,4.79,Cash,11.86,Completed,0,0,,,2024-01-07 14:40:00,0,1,14,6,1,0,25.9969262295082,154,6.700454545454544,200.16012987012988,8.426428571428572,4218,204.3446846846847,long,high
478,2024-01-07,15:00:00,Delhi,Tech Park,University,Bike,1.45,75.3,4.6,4.64,Cash,4.84,Completed,0,0,,,2024-01-07 15:00:00,0,1,15,6,1,0,51.93103448275862,108,7.151666666666666,197.17962962962963,8.56037037037037,4181,205.5532791198278,short,low
479,2024-01-07,15:20:00,Pune,Hospital,Hospital,Bike,10.39,201.92,4.17,4.14,Cash,10.36,Cancelled,1,1,Driver not moving,Driver not moving,2024-01-07 15:20:00,1,0,15,6,1,0,19.43407122232916,125,7.04696,214.30552,9.29984,4079,206.66771512625644,long,high
