booking_id,date,time,city,pickup_location,drop_location,vehicle_type,ride_distance,booking_value,driver_rating,customer_rating,payment_method,wait_time,booking_status,cancelled_by_customer,cancelled_by_driver,customer_cancel_reason,driver_cancel_reason,booking_datetime,is_cancelled,is_completed,hour,day_of_week,is_weekend,is_peak_hour,fare_per_km
1630,2024-01-23,15:00:00,Hyderabad,Airport,Tech Park,Bike,17.11,364.34,4.52,4.74,Card,6.65,Cancelled,0,1,Driver not moving,Driver asked to cancel,2024-01-23 15:00:00,1,0,15,1,0,0,21.293980128579776
1631,2024-01-23,15:20:00,Pune,Hospital,Tech Park,Bike,14.45,357.85,3.79,3.8,Card,11.43,Cancelled,1,1,Long wait time,Long wait time,2024-01-23 15:20:00,1,0,15,1,0,0,24.764705882352946
1632,2024-01-23,15:40:00,Hyderabad,University,Market,Auto,15.0,227.08,4.73,3.87,Wallet,3.09,Completed,0,0,,,2024-01-23 15:40:00,0,1,15,1,0,0,15.138666666666667
1633,2024-01-23,16:00:00,Chennai,Tech Park,Tech Park,Bike,3.14,89.27,4.3,3.66,Card,8.33,Completed,0,0,,,2024-01-23 16:00:00,0,1,16,1,0,0,28.429936305732483
1634,2024-01-23,16:20:00,Pune,Hospital,Airport,Auto,9.09,184.8,4.78,4.94,Card,1.8,Completed,0,0,,,2024-01-23 16:20:00,0,1,16,1,0,0,20.330033003300333
1635,2024-01-23,16:40:00,Bengaluru,Hospital,Tech Park,Prime Sedan,10.92,250.39,4.13,3.87,UPI,7.5,Cancelled,1,1,Driver asked to cancel,Driver not moving,2024-01-23 16:40:00,1,0,16,1,0,0,22.92948717948718
1636,2024-01-23,17:00:00,Pune,Hospital,Tech Park,SUV,11.4,187.38,4.69,4.2,Card,3.61,Completed,0,0,,,2024-01-23 17:00:00,0,1,17,1,0,1,16.436842105263157
1637,2024-01-23,17:20:00,Hyderabad,Mall,University,Mini,7.14,143.62,4.54,3.83,UPI,2.69,Completed,0,0,,,2024-01-23 17:20:00,0,1,17,1,0,1,20.114845938375353
1638,2024-01-23,17:40:00,Chennai,Railway Station,Airport,Auto,8.33,195.48,3.72,4.61,UPI,6.55,Cancelled,1,1,Driver not moving,Driver not moving,2024-01-23 17:40:00,1,0,17,1,0,1,23.466986794717887
1639,2024-01-23,18:00:00,Chennai,Mall,Residential,Mini,14.17,287.0,4.28,4.56,Cash,12.69,Cancelled,1,1,High fare,High fare,2024-01-23 18:00:00,1,0,18,1,0,1,20.25405786873677
1640,2024-01-23,18:20:00,Mumbai,University,Mall,Auto,10.66,218.97,5.0,4.26,Wallet,2.37,Cancelled,0,0,Driver not moving,Driver not moving,2024-01-23 18:20:00,1,0,18,1,0,1,20.54127579737336
1641,2024-01-23,18:40:00,Chennai,Residential,Mall,Bike,12.01,309.96,4.65,4.25,UPI,1.97,Cancelled,0,0,Driver not moving,Customer changed plans,2024-01-23 18:40:00,1,0,18,1,0,1,25.80849292256453
1642,2024-01-23,19:00:00,Pune,Residential,Tech Park,Mini,5.29,179.64,3.96,4.37,Wallet,5.33,Cancelled,0,0,Driver asked to cancel,Driver not moving,2024-01-23 19:00:00,1,0,19,1,0,1,33.95841209829867
1643,2024-01-23,19:20:00,Hyderabad,Airport,Tech Park,Mini,11.59,234.88,4.18,4.36,UPI,2.79,Cancelled,1,1,Long wait time,Driver asked to cancel,2024-01-23 19:20:00,1,0,19,1,0,1,20.26574633304573
1644,2024-01-23,19:40:00,Delhi,Tech Park,Mall,Mini,8.25,229.46,4.64,4.61,Card,5.47,Cancelled,1,0,Customer changed plans,Driver not moving,2024-01-23 19:40:00,1,0,19,1,0,1,27.813333333333333
1645,2024-01-23,20:00:00,Mumbai,Hospital,University,Mini,13.25,193.43,4.47,3.76,Wallet,3.98,Completed,0,0,,,2024-01-23 20:00:00,0,1,20,1,0,1,14.598490566037736
1646,2024-01-23,20:20:00,Pune,Hospital,Hospital,Bike,4.37,150.26,3.82,4.64,Cash,1.99,Cancelled,1,0,Driver asked to cancel,Customer changed plans,2024-01-23 20:20:00,1,0,20,1,0,1,34.38443935926773
1647,2024-01-23,20:40:00,Pune,Hospital,Residential,Auto,12.54,351.56,3.73,3.83,UPI,3.12,Cancelled,1,1,Driver not moving,Long wait time,2024-01-23 20:40:00,1,0,20,1,0,1,28.035087719298247
1648,2024-01-23,21:00:00,Mumbai,Market,Mall,SUV,5.88,207.33,4.6,4.25,Cash,10.4,Cancelled,1,0,High fare,Driver not moving,2024-01-23 21:00:00,1,0,21,1,0,1,35.26020408163266
1649,2024-01-23,21:20:00,Chennai,Airport,Airport,Prime Sedan,12.58,295.51,4.25,3.87,Card,4.36,Cancelled,0,0,Driver asked to cancel,Driver not moving,2024-01-23 21:20:00,1,0,21,1,0,1,23.490461049284576
1650,2024-01-23,21:40:00,Bengaluru,Hospital,Airport,Auto,9.13,247.19,4.72,4.23,Cash,5.17,Cancelled,0,0,Driver asked to cancel,Customer changed plans,2024-01-23 21:40:00,1,0,21,1,0,1,27.074479737130336
1651,2024-01-23,22:00:00,Pune,Residential,Tech Park,Bike,7.82,146.54,4.47,4.34,Cash,2.69,Cancelled,1,0,Driver asked to cancel,Driver asked to cancel,2024-01-23 22:00:00,1,0,22,1,0,0,18.739130434782606
1652,2024-01-23,22:20:00,Bengaluru,Railway Station,Railway Station,Prime Sedan,6.13,178.07,4.06,4.58,UPI,6.52,Cancelled,1,1,High fare,Driver not moving,2024-01-23 22:20:00,1,0,22,1,0,0,29.048939641109296
1653,2024-01-23,22:40:00,Chennai,University,Railway Station,Auto,7.28,171.72,4.34,4.83,Card,8.59,Completed,0,0,,,2024-01-23 22:40:00,0,1,22,1,0,0,23.587912087912088
1654,2024-01-23,23:00:00,Pune,Residential,Hospital,Mini,5.5,139.0,4.2,4.34,Card,5.79,Completed,0,0,,,2024-01-23 23:00:00,0,1,23,1,0,0,25.272727272727273
1655,2024-01-23,23:20:00,Hyderabad,Residential,Hospital,Bike,6.03,149.71,4.45,3.73,UPI,4.2,Completed,0,0,,,2024-01-23 23:20:00,0,1,23,1,0,0,24.827529021558874
1656,2024-01-23,23:40:00,Bengaluru,Residential,Airport,Prime Sedan,10.46,223.81,4.04,3.93,Wallet,9.64,Cancelled,0,0,Customer changed plans,Driver asked to cancel,2024-01-23 23:40:00,1,0,23,1,0,0,21.396749521988525
1657,2024-01-24,00:00:00,Bengaluru,Residential,Market,Bike,1.64,72.58,3.82,3.87,Cash,5.31,Completed,0,0,,,2024-01-24 00:00:00,0,1,0,2,0,0,44.25609756097561
1658,2024-01-24,00:20:00,Delhi,Tech Park,Airport,Auto,12.47,309.44,4.29,4.66,Cash,11.25,Cancelled,1,1,Driver asked to cancel,Long wait time,2024-01-24 00:20:00,1,0,0,2,0,0,24.81475541299118
1659,2024-01-24,00:40:00,Mumbai,Market,Airport,Mini,12.61,275.78,4.05,3.29,UPI,7.82,Cancelled,1,0,Driver asked to cancel,Driver not moving,2024-01-24 00:40:00,1,0,0,2,0,0,21.86994448850119
1660,2024-01-24,01:00:00,Chennai,University,University,Auto,6.27,141.15,4.68,4.2,UPI,4.12,Completed,0,0,,,2024-01-24 01:00:00,0,1,1,2,0,0,22.511961722488042
1661,2024-01-24,01:20:00,Hyderabad,Airport,Residential,Prime Sedan,8.48,184.52,4.27,4.2,Wallet,1.4,Cancelled,0,0,Driver not moving,Driver asked to cancel,2024-01-24 01:20:00,1,0,1,2,0,0,21.75943396226415
1662,2024-01-24,01:40:00,Chennai,Tech Park,Market,SUV,3.49,117.16,4.44,4.69,Wallet,7.97,Completed,0,0,,,2024-01-24 01:40:00,0,1,1,2,0,0,33.5702005730659
1663,2024-01-24,02:00:00,Delhi,Tech Park,University,Bike,10.01,255.75,4.22,4.09,Card,11.3,Cancelled,1,0,Driver not moving,Driver asked to cancel,2024-01-24 02:00:00,1,0,2,2,0,0,25.54945054945055
1664,2024-01-24,02:20:00,Hyderabad,Market,Tech Park,Mini,3.87,95.88,4.41,4.01,Card,2.3,Cancelled,1,0,Driver asked to cancel,Customer changed plans,2024-01-24 02:20:00,1,0,2,2,0,0,24.77519379844961
1665,2024-01-24,02:40:00,Delhi,Railway Station,Mall,Auto,0.8,59.05,4.56,4.57,Card,4.93,Completed,0,0,,,2024-01-24 02:40:00,0,1,2,2,0,0,73.81249999999999
1666,2024-01-24,03:00:00,Delhi,Mall,University,Auto,16.68,254.19,4.43,4.42,UPI,7.9,Cancelled,0,1,Customer changed plans,Driver not moving,2024-01-24 03:00:00,1,0,3,2,0,0,15.239208633093526
1667,2024-01-24,03:20:00,Hyderabad,University,Railway Station,SUV,3.17,101.25,3.78,4.87,Cash,4.15,Completed,0,0,,,2024-01-24 03:20:00,0,1,3,2,0,0,31.94006309148265
1668,2024-01-24,03:40:00,Pune,Airport,University,Mini,7.17,152.48,4.19,4.12,Cash,5.37,Completed,0,0,,,2024-01-24 03:40:00,0,1,3,2,0,0,21.266387726638772
1669,2024-01-24,04:00:00,Chennai,Tech Park,Market,Mini,8.71,157.14,5.0,4.02,Card,14.25,Cancelled,0,0,Driver not moving,Driver asked to cancel,2024-01-24 04:00:00,1,0,4,2,0,0,18.04133180252583
1670,2024-01-24,04:20:00,Hyderabad,University,University,Prime Sedan,10.45,264.07,4.48,3.94,UPI,6.45,Completed,0,0,,,2024-01-24 04:20:00,0,1,4,2,0,0,25.269856459330146
1671,2024-01-24,04:40:00,Mumbai,Mall,Railway Station,Mini,7.63,200.71,4.19,4.5,Card,2.79,Completed,0,0,,,2024-01-24 04:40:00,0,1,4,2,0,0,26.305373525557012
1672,2024-01-24,05:00:00,Pune,Mall,Market,Prime Sedan,9.25,180.53,4.17,4.91,Wallet,5.3,Completed,0,0,,,2024-01-24 05:00:00,0,1,5,2,0,0,19.516756756756756
1673,2024-01-24,05:20:00,Bengaluru,Railway Station,Tech Park,Bike,6.16,157.98,4.84,3.47,Card,5.37,Completed,0,0,,,2024-01-24 05:20:00,0,1,5,2,0,0,25.646103896103895
1674,2024-01-24,05:40:00,Chennai,Airport,Market,SUV,1.95,77.35,4.53,4.47,Cash,2.33,Completed,0,0,,,2024-01-24 05:40:00,0,1,5,2,0,0,39.666666666666664
1675,2024-01-24,06:00:00,Pune,Market,Tech Park,Prime Sedan,7.42,166.99,3.91,4.19,Cash,17.91,Completed,0,0,,,2024-01-24 06:00:00,0,1,6,2,0,0,22.505390835579515
1676,2024-01-24,06:20:00,Pune,Market,Mall,Auto,11.43,268.15,5.0,4.27,Cash,1.0,Cancelled,1,1,Long wait time,Customer changed plans,2024-01-24 06:20:00,1,0,6,2,0,0,23.460192475940506
1677,2024-01-24,06:40:00,Delhi,Railway Station,Hospital,Auto,3.34,105.42,4.45,4.84,Wallet,1.41,Completed,0,0,,,2024-01-24 06:40:00,0,1,6,2,0,0,31.562874251497007
1678,2024-01-24,07:00:00,Pune,Tech Park,Railway Station,Prime Sedan,8.77,194.07,4.44,4.67,UPI,2.28,Completed,0,0,,,2024-01-24 07:00:00,0,1,7,2,0,0,22.12884834663626
1679,2024-01-24,07:20:00,Hyderabad,Hospital,Market,Prime Sedan,23.16,603.77,4.87,4.72,Cash,1.43,Cancelled,1,0,Driver not moving,Driver asked to cancel,2024-01-24 07:20:00,1,0,7,2,0,0,26.06951640759931
1680,2024-01-24,07:40:00,Delhi,Hospital,Residential,Bike,7.07,164.42,4.41,4.43,Wallet,1.0,Completed,0,0,,,2024-01-24 07:40:00,0,1,7,2,0,0,23.256011315417254
1681,2024-01-24,08:00:00,Delhi,Airport,Tech Park,SUV,7.34,192.64,4.5,4.37,Wallet,14.27,Cancelled,0,0,Driver not moving,High fare,2024-01-24 08:00:00,1,0,8,2,0,1,26.245231607629428
1682,2024-01-24,08:20:00,Pune,Tech Park,Market,Auto,1.8,108.68,3.82,4.54,Card,8.25,Completed,0,0,,,2024-01-24 08:20:00,0,1,8,2,0,1,60.37777777777778
1683,2024-01-24,08:40:00,Delhi,University,Market,Bike,3.0,152.21,4.32,5.0,Cash,9.94,Cancelled,1,1,Long wait time,Long wait time,2024-01-24 08:40:00,1,0,8,2,0,1,50.73666666666667
1684,2024-01-24,09:00:00,Delhi,Market,Market,Prime Sedan,3.91,132.06,3.91,4.3,Card,3.94,Cancelled,1,1,Driver not moving,Long wait time,2024-01-24 09:00:00,1,0,9,2,0,1,33.77493606138108
1685,2024-01-24,09:20:00,Mumbai,Mall,Railway Station,Auto,11.13,307.88,4.17,4.37,Wallet,11.65,Completed,0,0,,,2024-01-24 09:20:00,0,1,9,2,0,1,27.662174303683734
1686,2024-01-24,09:40:00,Bengaluru,University,Airport,Bike,3.54,136.06,4.44,3.95,UPI,7.97,Completed,0,0,,,2024-01-24 09:40:00,0,1,9,2,0,1,38.43502824858757
1687,2024-01-24,10:00:00,Bengaluru,Railway Station,Market,Auto,1.22,81.94,3.57,3.48,Cash,3.8,Cancelled,1,0,Driver asked to cancel,Driver asked to cancel,2024-01-24 10:00:00,1,0,10,2,0,1,67.1639344262295
1688,2024-01-24,10:20:00,Chennai,University,University,Mini,9.87,261.62,4.46,4.8,UPI,7.38,Cancelled,1,1,High fare,Driver asked to cancel,2024-01-24 10:20:00,1,0,10,2,0,1,26.506585612968593
1689,2024-01-24,10:40:00,Hyderabad,University,Market,Auto,4.21,183.5,4.64,4.15,Cash,1.59,Completed,0,0,,,2024-01-24 10:40:00,0,1,10,2,0,1,43.58669833729216
1690,2024-01-24,11:00:00,Chennai,Tech Park,Airport,Mini,1.87,71.98,3.71,4.54,Cash,6.6,Completed,0,0,,,2024-01-24 11:00:00,0,1,11,2,0,0,38.49197860962567
1691,2024-01-24,11:20:00,Bengaluru,Airport,Hospital,Bike,12.06,304.44,4.11,4.39,Card,4.61,Completed,0,0,,,2024-01-24 11:20:00,0,1,11,2,0,0,25.24378109452736
1692,2024-01-24,11:40:00,Mumbai,Mall,Tech Park,Bike,5.64,129.32,3.82,4.91,Card,14.16,Completed,0,0,,,2024-01-24 11:40:00,0,1,11,2,0,0,22.929078014184398
1693,2024-01-24,12:00:00,Mumbai,University,University,Prime Sedan,10.5,234.59,4.53,4.11,Cash,10.45,Completed,0,0,,,2024-01-24 12:00:00,0,1,12,2,0,0,22.34190476190476
1694,2024-01-24,12:20:00,Mumbai,Railway Station,Mall,Auto,1.8,69.77,4.17,3.63,Cash,1.56,Completed,0,0,,,2024-01-24 12:20:00,0,1,12,2,0,0,38.761111111111106
1695,2024-01-24,12:40:00,Chennai,Airport,Railway Station,Auto,0.8,59.07,4.74,4.86,UPI,2.5,Completed,0,0,,,2024-01-24 12:40:00,0,1,12,2,0,0,73.83749999999999
1696,2024-01-24,13:00:00,Chennai,Airport,Railway Station,Auto,8.2,198.95,3.89,4.38,UPI,18.43,Cancelled,1,1,High fare,Driver asked to cancel,2024-01-24 13:00:00,1,0,13,2,0,0,24.26219512195122
1697,2024-01-24,13:20:00,Mumbai,University,Railway Station,Auto,2.91,102.05,4.42,4.3,UPI,3.92,Completed,0,0,,,2024-01-24 13:20:00,0,1,13,2,0,0,35.06872852233677
1698,2024-01-24,13:40:00,Delhi,University,Market,Mini,8.11,202.95,4.06,3.29,UPI,1.53,Cancelled,1,0,Customer changed plans,Customer changed plans,2024-01-24 13:40:00,1,0,13,2,0,0,25.02466091245376
1699,2024-01-24,14:00:00,Mumbai,Market,Residential,SUV,8.24,183.66,4.36,4.51,Card,8.53,Cancelled,1,1,Driver asked to cancel,Customer changed plans,2024-01-24 14:00:00,1,0,14,2,0,0,22.28883495145631
1700,2024-01-24,14:20:00,Hyderabad,Airport,Railway Station,Prime Sedan,7.51,163.32,4.24,3.45,UPI,12.81,Completed,0,0,,,2024-01-24 14:20:00,0,1,14,2,0,0,21.74700399467377
1701,2024-01-24,14:40:00,Mumbai,University,Mall,Prime Sedan,14.92,347.19,4.6,4.65,Wallet,4.46,Cancelled,0,0,High fare,Driver asked to cancel,2024-01-24 14:40:00,1,0,14,2,0,0,23.2701072386059
1702,2024-01-24,15:00:00,Pune,Hospital,University,Auto,35.83,816.51,4.45,4.11,Cash,7.2,Cancelled,1,0,Driver asked to cancel,Driver asked to cancel,2024-01-24 15:00:00,1,0,15,2,0,0,22.78844543678482
1703,2024-01-24,15:20:00,Chennai,Market,University,Bike,9.75,176.19,4.75,4.48,Cash,4.97,Completed,0,0,,,2024-01-24 15:20:00,0,1,15,2,0,0,18.07076923076923
1704,2024-01-24,15:40:00,Chennai,Railway Station,Market,Bike,23.14,430.07,4.32,4.26,Wallet,8.61,Completed,0,0,,,2024-01-24 15:40:00,0,1,15,2,0,0,18.585566119273984
1705,2024-01-24,16:00:00,Delhi,Airport,Tech Park,Mini,5.75,133.03,4.03,4.1,Wallet,2.78,Completed,0,0,,,2024-01-24 16:00:00,0,1,16,2,0,0,23.135652173913044
1706,2024-01-24,16:20:00,Bengaluru,Market,Hospital,Bike,2.43,88.69,4.56,3.9,Wallet,6.24,Completed,0,0,,,2024-01-24 16:20:00,0,1,16,2,0,0,36.49794238683127
1707,2024-01-24,16:40:00,Mumbai,Tech Park,Airport,SUV,4.44,112.42,4.32,3.32,Wallet,10.27,Cancelled,0,1,High fare,High fare,2024-01-24 16:40:00,1,0,16,2,0,0,25.319819819819816
1708,2024-01-24,17:00:00,Chennai,Railway Station,Residential,Prime Sedan,6.02,150.98,4.26,4.16,Card,3.81,Completed,0,0,,,2024-01-24 17:00:00,0,1,17,2,0,1,25.079734219269103
1709,2024-01-24,17:20:00,Hyderabad,Mall,Hospital,Bike,24.38,532.15,4.47,4.37,Wallet,9.75,Cancelled,0,1,Driver asked to cancel,Driver asked to cancel,2024-01-24 17:20:00,1,0,17,2,0,1,21.827317473338802
1710,2024-01-24,17:40:00,Pune,Airport,Tech Park,SUV,7.82,137.86,4.08,4.43,UPI,8.32,Cancelled,0,0,Driver not moving,Long wait time,2024-01-24 17:40:00,1,0,17,2,0,1,17.62915601023018
1711,2024-01-24,18:00:00,Hyderabad,Tech Park,Market,SUV,15.29,322.33,4.97,4.6,Card,1.95,Completed,0,0,,,2024-01-24 18:00:00,0,1,18,2,0,1,21.08109875735775
1712,2024-01-24,18:20:00,Hyderabad,Tech Park,Residential,SUV,5.39,178.82,4.72,4.43,Cash,2.86,Cancelled,1,1,Driver asked to cancel,Driver not moving,2024-01-24 18:20:00,1,0,18,2,0,1,33.176252319109466
1713,2024-01-24,18:40:00,Delhi,Market,Airport,Auto,4.89,161.63,4.48,5.0,Wallet,9.05,Cancelled,1,1,Driver not moving,Driver not moving,2024-01-24 18:40:00,1,0,18,2,0,1,33.05316973415133
1714,2024-01-24,19:00:00,Chennai,Hospital,Hospital,Prime Sedan,1.73,97.04,4.44,4.02,Wallet,2.84,Completed,0,0,,,2024-01-24 19:00:00,0,1,19,2,0,1,56.09248554913295
1715,2024-01-24,19:20:00,Bengaluru,Airport,Hospital,Prime Sedan,23.89,404.52,4.36,5.0,Wallet,1.0,Cancelled,0,0,High fare,Long wait time,2024-01-24 19:20:00,1,0,19,2,0,1,16.932607785684386
1716,2024-01-24,19:40:00,Delhi,Residential,Tech Park,Prime Sedan,18.64,414.82,4.17,4.33,Cash,5.89,Cancelled,0,1,Long wait time,Customer changed plans,2024-01-24 19:40:00,1,0,19,2,0,1,22.25429184549356
1717,2024-01-24,20:00:00,Delhi,Railway Station,Tech Park,Prime Sedan,8.83,221.77,4.53,4.53,Wallet,5.57,Cancelled,1,1,Customer changed plans,Long wait time,2024-01-24 20:00:00,1,0,20,2,0,1,25.115515288788224
1718,2024-01-24,20:20:00,Chennai,Hospital,Hospital,Prime Sedan,6.29,172.45,4.2,4.68,UPI,8.72,Completed,0,0,,,2024-01-24 20:20:00,0,1,20,2,0,1,27.416534181240063
1719,2024-01-24,20:40:00,Bengaluru,Market,University,Mini,8.04,183.05,4.92,2.72,UPI,12.17,Cancelled,0,1,Driver asked to cancel,Customer changed plans,2024-01-24 20:40:00,1,0,20,2,0,1,22.767412935323385
1720,2024-01-24,21:00:00,Chennai,Railway Station,Hospital,Mini,2.34,120.45,4.85,5.0,UPI,5.6,Completed,0,0,,,2024-01-24 21:00:00,0,1,21,2,0,1,51.47435897435898
1721,2024-01-24,21:20:00,Bengaluru,Mall,Tech Park,Mini,10.49,315.79,4.43,4.49,Cash,6.73,Cancelled,0,0,Driver not moving,Driver asked to cancel,2024-01-24 21:20:00,1,0,21,2,0,1,30.103908484270736
1722,2024-01-24,21:40:00,Mumbai,Hospital,Mall,SUV,17.66,421.87,4.67,3.93,Card,1.45,Cancelled,1,0,Driver asked to cancel,High fare,2024-01-24 21:40:00,1,0,21,2,0,1,23.888448471121176
1723,2024-01-24,22:00:00,Delhi,Residential,Market,Mini,18.24,394.26,3.82,4.04,Cash,4.0,Completed,0,0,,,2024-01-24 22:00:00,0,1,22,2,0,0,21.61513157894737
1724,2024-01-24,22:20:00,Delhi,Airport,Airport,Prime Sedan,1.81,73.61,4.41,4.62,Wallet,21.66,Completed,0,0,,,2024-01-24 22:20:00,0,1,22,2,0,0,40.668508287292816
1725,2024-01-24,22:40:00,Delhi,Market,Airport,Auto,15.2,304.12,3.74,4.1,Cash,7.77,Cancelled,1,1,Driver not moving,Driver asked to cancel,2024-01-24 22:40:00,1,0,22,2,0,0,20.007894736842108
1726,2024-01-24,23:00:00,Mumbai,Airport,Hospital,Auto,2.35,78.07,4.39,3.95,UPI,12.5,Completed,0,0,,,2024-01-24 23:00:00,0,1,23,2,0,0,33.221276595744676
1727,2024-01-24,23:20:00,Hyderabad,Railway Station,Residential,Mini,0.82,56.96,4.07,4.16,Wallet,3.98,Cancelled,0,0,Driver not moving,Customer changed plans,2024-01-24 23:20:00,1,0,23,2,0,0,69.46341463414635
1728,2024-01-24,23:40:00,Mumbai,Railway Station,Mall,Prime Sedan,15.57,335.26,4.67,3.84,Cash,3.51,Completed,0,0,,,2024-01-24 23:40:00,0,1,23,2,0,0,21.532434168272317
1729,2024-01-25,00:00:00,Mumbai,Railway Station,Hospital,Bike,5.06,114.01,4.38,3.68,Cash,3.43,Cancelled,1,1,High fare,Customer changed plans,2024-01-25 00:00:00,1,0,0,3,0,0,22.531620553359687
1730,2024-01-25,00:20:00,Bengaluru,Railway Station,Market,Prime Sedan,14.16,278.07,4.22,4.22,UPI,10.05,Cancelled,1,0,Long wait time,High fare,2024-01-25 00:20:00,1,0,0,3,0,0,19.63771186440678
1731,2024-01-25,00:40:00,Hyderabad,Mall,Airport,Prime Sedan,13.34,238.6,4.23,3.06,Cash,4.59,Completed,0,0,,,2024-01-25 00:40:00,0,1,0,3,0,0,17.886056971514243
1732,2024-01-25,01:00:00,Pune,Airport,Hospital,Auto,12.23,244.69,3.58,4.44,Wallet,1.4,Cancelled,1,1,Driver not moving,High fare,2024-01-25 01:00:00,1,0,1,3,0,0,20.007358953393293
1733,2024-01-25,01:20:00,Delhi,Tech Park,Market,Auto,7.97,158.0,4.66,3.77,Wallet,4.9,Cancelled,1,1,Driver asked to cancel,Driver asked to cancel,2024-01-25 01:20:00,1,0,1,3,0,0,19.82434127979925
1734,2024-01-25,01:40:00,Hyderabad,Mall,Airport,Mini,2.61,73.92,4.83,5.0,Cash,3.58,Completed,0,0,,,2024-01-25 01:40:00,0,1,1,3,0,0,28.32183908045977
1735,2024-01-25,02:00:00,Bengaluru,University,University,Bike,6.03,155.21,4.62,4.49,Wallet,10.48,Completed,0,0,,,2024-01-25 02:00:00,0,1,2,3,0,0,25.739635157545607
1736,2024-01-25,02:20:00,Delhi,Railway Station,Tech Park,Prime Sedan,18.43,357.75,4.18,4.64,Card,17.72,Completed,0,0,,,2024-01-25 02:20:00,0,1,2,3,0,0,19.411285946825828
1737,2024-01-25,02:40:00,Chennai,Railway Station,Railway Station,SUV,14.4,324.46,4.05,3.57,Card,1.45,Cancelled,1,1,Long wait time,Driver not moving,2024-01-25 02:40:00,1,0,2,3,0,0,22.53194444444444
1738,2024-01-25,03:00:00,Chennai,Airport,Hospital,Prime Sedan,6.27,180.19,3.76,4.69,Wallet,7.95,Completed,0,0,,,2024-01-25 03:00:00,0,1,3,3,0,0,28.7384370015949
1739,2024-01-25,03:20:00,Mumbai,Railway Station,Mall,Prime Sedan,6.21,159.15,4.21,3.47,UPI,11.5,Completed,0,0,,,2024-01-25 03:20:00,0,1,3,3,0,0,25.6280193236715
1740,2024-01-25,03:40:00,Mumbai,Hospital,Airport,SUV,11.51,269.0,3.54,4.1,Cash,9.05,Completed,0,0,,,2024-01-25 03:40:00,0,1,3,3,0,0,23.370981754995658
1741,2024-01-25,04:00:00,Bengaluru,Mall,Airport,Prime Sedan,8.38,207.89,3.6,3.49,Cash,3.54,Completed,0,0,,,2024-01-25 04:00:00,0,1,4,3,0,0,24.80787589498806
1742,2024-01-25,04:20:00,Mumbai,University,Mall,SUV,6.52,190.2,4.69,4.13,UPI,4.24,Cancelled,1,0,Driver asked to cancel,Driver not moving,2024-01-25 04:20:00,1,0,4,3,0,0,29.171779141104295
1743,2024-01-25,04:40:00,Chennai,Market,Residential,SUV,10.86,202.99,4.91,4.39,Cash,5.45,Completed,0,0,,,2024-01-25 04:40:00,0,1,4,3,0,0,18.691528545119706
1744,2024-01-25,05:00:00,Pune,Railway Station,Hospital,Auto,10.62,216.33,4.13,4.12,Card,3.07,Cancelled,1,0,High fare,Long wait time,2024-01-25 05:00:00,1,0,5,3,0,0,20.370056497175145
1745,2024-01-25,05:20:00,Chennai,Market,Railway Station,Prime Sedan,4.54,114.75,4.51,3.9,UPI,6.29,Completed,0,0,,,2024-01-25 05:20:00,0,1,5,3,0,0,25.27533039647577
1746,2024-01-25,05:40:00,Bengaluru,Railway Station,Residential,Mini,9.59,209.67,4.18,4.55,Card,13.06,Cancelled,1,0,Driver asked to cancel,Long wait time,2024-01-25 05:40:00,1,0,5,3,0,0,21.86339937434828
1747,2024-01-25,06:00:00,Chennai,Tech Park,Mall,Prime Sedan,10.18,196.91,4.76,4.24,Cash,7.87,Cancelled,1,1,Driver asked to cancel,High fare,2024-01-25 06:00:00,1,0,6,3,0,0,19.342829076620827
1748,2024-01-25,06:20:00,Hyderabad,Airport,Airport,Auto,7.54,150.48,4.43,4.18,Card,1.09,Completed,0,0,,,2024-01-25 06:20:00,0,1,6,3,0,0,19.95755968169761
1749,2024-01-25,06:40:00,Chennai,Mall,University,Prime Sedan,4.16,108.74,4.57,4.39,UPI,4.98,Completed,0,0,,,2024-01-25 06:40:00,0,1,6,3,0,0,26.139423076923073
1750,2024-01-25,07:00:00,Bengaluru,Hospital,Mall,Mini,5.89,128.92,3.71,3.74,Card,16.53,Cancelled,1,0,Long wait time,Long wait time,2024-01-25 07:00:00,1,0,7,3,0,0,21.88794567062818
1751,2024-01-25,07:20:00,Mumbai,Airport,Tech Park,Auto,3.48,96.42,4.32,4.63,UPI,2.76,Completed,0,0,,,2024-01-25 07:20:00,0,1,7,3,0,0,27.70689655172414
1752,2024-01-25,07:40:00,Chennai,Market,Mall,Mini,9.77,160.21,4.17,4.63,UPI,9.03,Cancelled,1,1,High fare,Driver not moving,2024-01-25 07:40:00,1,0,7,3,0,0,16.39815762538383
1753,2024-01-25,08:00:00,Chennai,Tech Park,Airport,Prime Sedan,1.82,108.39,4.83,4.07,Card,1.96,Completed,0,0,,,2024-01-25 08:00:00,0,1,8,3,0,1,59.55494505494505
1754,2024-01-25,08:20:00,Hyderabad,Railway Station,Mall,Bike,19.66,387.45,4.16,4.38,Wallet,7.82,Completed,0,0,,,2024-01-25 08:20:00,0,1,8,3,0,1,19.707527975584945
1755,2024-01-25,08:40:00,Chennai,Tech Park,Hospital,Bike,17.13,425.33,4.26,4.32,Card,4.24,Cancelled,1,0,High fare,Driver not moving,2024-01-25 08:40:00,1,0,8,3,0,1,24.829538820782254
