booking_id,booking_datetime,city,pickup_location,drop_location,vehicle_type,payment_method,booking_status,is_cancelled,ride_distance,booking_value,driver_rating,customer_rating,wait_time,hour,day_of_week,is_weekend,is_peak_hour,fare_per_km,customer_cancel_reason,driver_cancel_reason
5358,2024-03-15 09:40:00,Pune,Mall,Mall,Prime Sedan,Card,Completed,0,8.12,235.27,4.63,4.36,5.03,9,4,0,1,28.974137931034488,,
5359,2024-03-15 10:00:00,Hyderabad,Residential,Tech Park,SUV,UPI,Completed,0,2.3,137.3,4.48,5.0,6.58,10,4,0,1,59.695652173913054,,
5360,2024-03-15 10:20:00,Chennai,Mall,Railway Station,Mini,UPI,Completed,0,5.11,155.57,5.0,3.86,6.97,10,4,0,1,30.44422700587084,,
5361,2024-03-15 10:40:00,Chennai,Hospital,Mall,Auto,Wallet,Completed,0,13.71,230.2,4.54,3.89,1.0,10,4,0,1,16.790663749088253,,
5362,2024-03-15 11:00:00,Pune,University,Hospital,Auto,UPI,Cancelled,1,9.54,209.1,4.04,4.62,8.31,11,4,0,0,21.91823899371069,Driver asked to cancel,Customer changed plans
5363,2024-03-15 11:20:00,Mumbai,Residential,Market,Bike,Card,Completed,0,11.9,228.46,4.78,4.59,1.97,11,4,0,0,19.19831932773109,,
5364,2024-03-15 11:40:00,Bengaluru,Residential,Railway Station,Prime Sedan,Card,Cancelled,1,7.28,193.65,5.0,3.73,1.0,11,4,0,0,26.600274725274726,Customer changed plans,Driver not moving
5365,2024-03-15 12:00:00,Pune,Tech Park,Airport,Mini,Card,Cancelled,1,13.81,273.63,4.59,3.91,3.4,12,4,0,0,19.813902968863143,Customer changed plans,High fare
5366,2024-03-15 12:20:00,Hyderabad,Residential,Railway Station,Bike,Wallet,Completed,0,2.29,98.36,4.09,4.03,4.45,12,4,0,0,42.95196506550218,,
5367,2024-03-15 12:40:00,Bengaluru,Railway Station,Airport,Mini,Card,Completed,0,6.4,179.73,4.12,3.97,13.16,12,4,0,0,28.0828125,,
5368,2024-03-15 13:00:00,Chennai,Airport,Railway Station,SUV,Card,Cancelled,1,10.55,249.0,4.47,3.75,8.64,13,4,0,0,23.601895734597157,Long wait time,Long wait time
5369,2024-03-15 13:20:00,Pune,Hospital,Mall,Mini,UPI,Completed,0,1.63,78.54,4.21,4.88,1.0,13,4,0,0,48.18404907975461,,
5370,2024-03-15 13:40:00,Bengaluru,Airport,Mall,Mini,Wallet,Completed,0,0.8,56.2,4.73,3.91,6.53,13,4,0,0,70.25,,
5371,2024-03-15 14:00:00,Delhi,Market,Hospital,Auto,Cash,Completed,0,22.72,373.41,4.27,4.38,4.99,14,4,0,0,16.43529929577465,,
5372,2024-03-15 14:20:00,Chennai,Hospital,Hospital,Mini,UPI,Completed,0,7.97,152.43,4.65,4.24,2.27,14,4,0,0,19.12547051442911,,
5373,2024-03-15 14:40:00,Delhi,University,University,Bike,UPI,Completed,0,1.47,68.48,4.59,4.28,7.99,14,4,0,0,46.58503401360544,,
5374,2024-03-15 15:00:00,Bengaluru,Mall,Airport,Prime Sedan,UPI,Cancelled,1,7.82,139.25,3.86,4.4,13.12,15,4,0,0,17.80690537084399,Long wait time,Customer changed plans
5375,2024-03-15 15:20:00,Delhi,Railway Station,Airport,SUV,UPI,Completed,0,2.54,78.68,4.32,3.96,5.37,15,4,0,0,30.976377952755907,,
5376,2024-03-15 15:40:00,Mumbai,Residential,Airport,Prime Sedan,Cash,Completed,0,3.46,97.78,4.71,4.27,3.81,15,4,0,0,28.260115606936417,,
5377,2024-03-15 16:00:00,Bengaluru,Hospital,Airport,Auto,Wallet,Cancelled,1,15.48,211.36,4.3,3.24,5.6,16,4,0,0,13.65374677002584,Driver not moving,High fare
5378,2024-03-15 16:20:00,Pune,Residential,Tech Park,Prime Sedan,Cash,Completed,0,4.82,123.66,4.47,3.66,6.54,16,4,0,0,25.655601659751035,,
5379,2024-03-15 16:40:00,Delhi,Railway Station,Market,Mini,Wallet,Completed,0,4.79,103.01,4.41,4.32,18.07,16,4,0,0,21.505219206680582,,
5380,2024-03-15 17:00:00,Bengaluru,Airport,Hospital,Mini,Wallet,Completed,0,2.47,82.87,4.06,4.11,2.84,17,4,0,1,33.550607287449395,,
5381,2024-03-15 17:20:00,Chennai,Railway Station,Hospital,Auto,Cash,Completed,0,5.67,108.75,4.95,3.68,2.95,17,4,0,1,19.17989417989418,,
5382,2024-03-15 17:40:00,Mumbai,Market,University,Auto,UPI,Cancelled,1,8.35,216.09,4.09,4.06,9.73,17,4,0,1,25.879041916167665,Long wait time,High fare
5383,2024-03-15 18:00:00,Delhi,Residential,Railway Station,Mini,Cash,Cancelled,1,4.82,176.27,4.03,4.63,3.53,18,4,0,1,36.57053941908714,Driver not moving,High fare
5384,2024-03-15 18:20:00,Delhi,Residential,Hospital,Mini,Card,Cancelled,1,26.57,452.88,4.72,5.0,1.0,18,4,0,1,17.044787354158824,Long wait time,Long wait time
5385,2024-03-15 18:40:00,Mumbai,University,Mall,Prime Sedan,Wallet,Cancelled,1,3.06,124.59,4.16,3.57,13.23,18,4,0,1,40.71568627450981,High fare,Driver asked to cancel
5386,2024-03-15 19:00:00,Mumbai,Tech Park,Residential,Mini,Wallet,Completed,0,3.04,143.15,4.38,3.71,12.75,19,4,0,1,47.088815789473685,,
5387,2024-03-15 19:20:00,Chennai,Railway Station,Mall,Bike,Card,Completed,0,5.49,202.56,4.5,5.0,1.68,19,4,0,1,36.89617486338798,,
5388,2024-03-15 19:40:00,Pune,University,Railway Station,Prime Sedan,UPI,Cancelled,1,24.56,455.79,4.71,4.17,5.39,19,4,0,1,18.558224755700326,Driver asked to cancel,Driver not moving
5389,2024-03-15 20:00:00,Delhi,University,University,Auto,Wallet,Cancelled,1,12.03,248.2,3.62,4.52,1.0,20,4,0,1,20.63175394846218,Long wait time,Customer changed plans
5390,2024-03-15 20:20:00,Pune,Residential,Mall,Bike,UPI,Cancelled,1,4.69,190.24,4.3,4.34,9.14,20,4,0,1,40.56289978678039,High fare,Long wait time
5391,2024-03-15 20:40:00,Chennai,Tech Park,Tech Park,Mini,Cash,Cancelled,1,4.69,152.3,4.25,4.42,8.85,20,4,0,1,32.47334754797441,Driver not moving,High fare
5392,2024-03-15 21:00:00,Mumbai,Tech Park,Hospital,Bike,Card,Completed,0,2.96,120.56,4.34,3.8,5.09,21,4,0,1,40.72972972972973,,
5393,2024-03-15 21:20:00,Delhi,Hospital,University,Mini,Card,Cancelled,1,5.37,164.86,4.62,4.26,10.74,21,4,0,1,30.70018621973929,Customer changed plans,Driver asked to cancel
5394,2024-03-15 21:40:00,Mumbai,Market,Airport,Bike,Cash,Cancelled,1,6.26,174.66,4.87,4.13,1.08,21,4,0,1,27.900958466453677,Long wait time,Driver not moving
5395,2024-03-15 22:00:00,Chennai,Hospital,University,Mini,UPI,Cancelled,1,11.65,218.51,4.42,4.61,6.12,22,4,0,0,18.756223175965665,Driver not moving,Long wait time
5396,2024-03-15 22:20:00,Bengaluru,Hospital,Market,Bike,Cash,Cancelled,1,10.03,226.01,4.08,4.95,1.0,22,4,0,0,22.533399800598207,Driver not moving,Driver asked to cancel
5397,2024-03-15 22:40:00,Hyderabad,Mall,Railway Station,Mini,Wallet,Completed,0,5.23,133.89,4.43,3.98,2.22,22,4,0,0,25.60038240917781,,
5398,2024-03-15 23:00:00,Mumbai,University,Airport,Mini,Card,Completed,0,18.89,286.5,4.55,4.41,1.0,23,4,0,0,15.166754896770778,,
5399,2024-03-15 23:20:00,Mumbai,Residential,Hospital,Bike,Cash,Completed,0,4.18,115.6,4.45,4.3,14.56,23,4,0,0,27.6555023923445,,
5400,2024-03-15 23:40:00,Delhi,University,Residential,Prime Sedan,UPI,Completed,0,1.94,73.75,4.72,4.43,10.44,23,4,0,0,38.01546391752577,,
5401,2024-03-16 00:00:00,Pune,Residential,Airport,Bike,UPI,Cancelled,1,8.63,188.32,4.11,4.41,1.0,0,5,1,0,21.82155272305909,Driver not moving,Driver asked to cancel
5402,2024-03-16 00:20:00,Delhi,Railway Station,Tech Park,SUV,Wallet,Cancelled,1,14.73,317.32,4.13,4.67,6.41,0,5,1,0,21.54243041412084,Driver not moving,Driver asked to cancel
5403,2024-03-16 00:40:00,Delhi,Hospital,Market,SUV,UPI,Completed,0,7.07,154.51,4.41,3.99,1.0,0,5,1,0,21.85431400282885,,
5404,2024-03-16 01:00:00,Bengaluru,University,Hospital,Prime Sedan,Card,Completed,0,2.38,83.22,4.75,3.48,8.31,1,5,1,0,34.96638655462185,,
5405,2024-03-16 01:20:00,Mumbai,Railway Station,Airport,Mini,Card,Completed,0,8.13,165.88,4.95,3.93,9.64,1,5,1,0,20.40344403444034,,
5406,2024-03-16 01:40:00,Delhi,Market,Railway Station,Mini,Wallet,Completed,0,8.89,206.92,4.54,4.02,8.4,1,5,1,0,23.2755905511811,,
5407,2024-03-16 02:00:00,Delhi,Residential,Airport,Bike,Card,Cancelled,1,9.56,204.57,4.46,4.78,6.38,2,5,1,0,21.398535564853557,High fare,Driver not moving
5408,2024-03-16 02:20:00,Mumbai,Railway Station,Railway Station,Bike,Wallet,Completed,0,8.25,195.19,4.02,4.6,4.43,2,5,1,0,23.65939393939394,,
5409,2024-03-16 02:40:00,Delhi,Airport,Hospital,Mini,UPI,Completed,0,16.03,321.62,4.61,5.0,6.07,2,5,1,0,20.063630692451653,,
5410,2024-03-16 03:00:00,Hyderabad,Mall,Residential,Mini,Card,Completed,0,2.89,110.27,3.96,4.24,2.3,3,5,1,0,38.15570934256055,,
5411,2024-03-16 03:20:00,Chennai,Airport,Railway Station,Mini,UPI,Completed,0,0.8,59.58,4.73,4.66,6.41,3,5,1,0,74.475,,
5412,2024-03-16 03:40:00,Hyderabad,Railway Station,Railway Station,Mini,Card,Completed,0,1.2,65.73,4.41,4.26,3.92,3,5,1,0,54.775000000000006,,
5413,2024-03-16 04:00:00,Chennai,Hospital,Railway Station,SUV,Cash,Completed,0,2.34,86.06,4.4,3.84,1.0,4,5,1,0,36.77777777777778,,
5414,2024-03-16 04:20:00,Chennai,University,Mall,Mini,UPI,Cancelled,1,13.05,333.58,4.81,3.81,1.97,4,5,1,0,25.561685823754782,Driver not moving,High fare
5415,2024-03-16 04:40:00,Hyderabad,Airport,Airport,SUV,Card,Cancelled,1,5.67,163.48,4.4,2.86,9.61,4,5,1,0,28.832451499118164,Driver not moving,Driver asked to cancel
5416,2024-03-16 05:00:00,Pune,Mall,Airport,Prime Sedan,Card,Completed,0,19.87,464.87,4.22,4.47,1.07,5,5,1,0,23.395571212883745,,
5417,2024-03-16 05:20:00,Delhi,Market,Hospital,Mini,Cash,Completed,0,2.7,90.9,4.45,4.94,5.69,5,5,1,0,33.666666666666664,,
5418,2024-03-16 05:40:00,Hyderabad,Hospital,University,Prime Sedan,Wallet,Cancelled,1,19.61,422.0,4.05,4.56,3.72,5,5,1,0,21.51963284038756,Customer changed plans,Long wait time
5419,2024-03-16 06:00:00,Mumbai,Railway Station,Railway Station,Prime Sedan,Wallet,Completed,0,3.49,103.26,4.44,4.41,1.95,6,5,1,0,29.587392550143267,,
5420,2024-03-16 06:20:00,Delhi,Tech Park,Residential,Bike,Cash,Cancelled,1,6.25,164.07,4.29,4.74,10.91,6,5,1,0,26.2512,Driver asked to cancel,Customer changed plans
5421,2024-03-16 06:40:00,Mumbai,Railway Station,Market,Auto,Cash,Cancelled,1,1.48,69.93,4.12,3.82,12.22,6,5,1,0,47.25000000000001,Long wait time,Long wait time
5422,2024-03-16 07:00:00,Hyderabad,Hospital,Tech Park,Prime Sedan,Card,Completed,0,17.92,343.06,5.0,4.3,1.2,7,5,1,0,19.14397321428571,,
5423,2024-03-16 07:20:00,Bengaluru,Railway Station,Railway Station,Auto,Cash,Completed,0,6.92,155.22,4.29,4.13,5.81,7,5,1,0,22.430635838150287,,
5424,2024-03-16 07:40:00,Pune,Market,Residential,Mini,Wallet,Completed,0,27.33,529.71,4.15,4.5,4.17,7,5,1,0,19.38199780461032,,
5425,2024-03-16 08:00:00,Pune,Hospital,Tech Park,Auto,UPI,Cancelled,1,15.18,400.86,3.76,4.04,5.64,8,5,1,1,26.40711462450593,High fare,High fare
5426,2024-03-16 08:20:00,Chennai,Hospital,Mall,Mini,Card,Cancelled,1,6.14,213.66,4.09,5.0,25.34,8,5,1,1,34.79804560260587,Long wait time,Long wait time
5427,2024-03-16 08:40:00,Hyderabad,Railway Station,Hospital,Auto,Card,Completed,0,3.98,121.35,4.62,4.9,3.75,8,5,1,1,30.48994974874372,,
5428,2024-03-16 09:00:00,Pune,University,Market,Prime Sedan,Cash,Cancelled,1,13.45,314.42,3.81,3.56,2.6,9,5,1,1,23.376951672862457,High fare,Driver asked to cancel
5429,2024-03-16 09:20:00,Bengaluru,University,Residential,Mini,UPI,Completed,0,7.47,192.11,3.95,5.0,4.75,9,5,1,1,25.71753681392236,,
5430,2024-03-16 09:40:00,Mumbai,Market,Airport,SUV,Cash,Completed,0,3.81,137.68,4.69,4.35,6.74,9,5,1,1,36.13648293963255,,
5431,2024-03-16 10:00:00,Delhi,Tech Park,Hospital,Auto,Cash,Cancelled,1,7.87,219.43,4.22,4.31,3.59,10,5,1,1,27.881829733163915,High fare,Customer changed plans
5432,2024-03-16 10:20:00,Bengaluru,Tech Park,Railway Station,Bike,Card,Cancelled,1,0.99,82.75,4.18,4.52,23.92,10,5,1,1,83.58585858585859,Customer changed plans,Driver not moving
5433,2024-03-16 10:40:00,Delhi,University,Airport,SUV,Wallet,Cancelled,1,9.69,245.61,4.38,4.64,2.44,10,5,1,1,25.3467492260062,Driver not moving,Customer changed plans
5434,2024-03-16 11:00:00,Delhi,Residential,Mall,Prime Sedan,Cash,Cancelled,1,11.02,289.39,4.77,3.65,8.45,11,5,1,0,26.26043557168784,Customer changed plans,Long wait time
5435,2024-03-16 11:20:00,Pune,Market,Airport,Mini,UPI,Cancelled,1,2.62,89.12,4.02,4.66,13.87,11,5,1,0,34.01526717557252,Driver asked to cancel,Customer changed plans
5436,2024-03-16 11:40:00,Pune,Airport,Railway Station,Auto,UPI,Cancelled,1,16.32,369.54,5.0,4.09,1.0,11,5,1,0,22.643382352941178,Driver asked to cancel,High fare
5437,2024-03-16 12:00:00,Mumbai,Mall,Residential,Prime Sedan,Wallet,Completed,0,14.08,285.69,4.38,5.0,7.18,12,5,1,0,20.290482954545453,,
5438,2024-03-16 12:20:00,Pune,Market,Airport,Auto,UPI,Cancelled,1,9.07,191.01,4.33,3.26,2.54,12,5,1,0,21.059536934950383,Driver asked to cancel,Driver not moving
5439,2024-03-16 12:40:00,Chennai,Mall,Hospital,Prime Sedan,Wallet,Completed,0,3.27,112.65,4.57,4.14,1.98,12,5,1,0,34.44954128440367,,
5440,2024-03-16 13:00:00,Hyderabad,Hospital,Tech Park,Mini,Card,Cancelled,1,11.48,295.56,3.59,3.94,4.44,13,5,1,0,25.745644599303134,Driver not moving,Driver not moving
5441,2024-03-16 13:20:00,Pune,Tech Park,Tech Park,Bike,UPI,Cancelled,1,5.43,118.97,4.45,4.34,13.23,13,5,1,0,21.9097605893186,High fare,Driver not moving
5442,2024-03-16 13:40:00,Delhi,Residential,Hospital,Mini,UPI,Completed,0,8.4,220.17,4.42,4.14,9.94,13,5,1,0,26.21071428571428,,
5443,2024-03-16 14:00:00,Mumbai,Market,Residential,Mini,Cash,Cancelled,1,12.24,262.36,4.99,4.04,1.0,14,5,1,0,21.434640522875817,Customer changed plans,High fare
5444,2024-03-16 14:20:00,Chennai,Railway Station,Railway Station,Auto,Cash,Completed,0,1.98,71.68,5.0,3.49,9.89,14,5,1,0,36.20202020202021,,
5445,2024-03-16 14:40:00,Hyderabad,Hospital,Mall,Auto,Cash,Completed,0,1.41,67.53,4.41,4.05,2.49,14,5,1,0,47.8936170212766,,
5446,2024-03-16 15:00:00,Chennai,Mall,Railway Station,Mini,Cash,Completed,0,5.02,129.35,4.39,4.6,11.76,15,5,1,0,25.76693227091633,,
5447,2024-03-16 15:20:00,Bengaluru,Market,Tech Park,Bike,Cash,Cancelled,1,24.39,512.86,4.29,4.43,1.0,15,5,1,0,21.027470274702747,Driver not moving,Long wait time
5448,2024-03-16 15:40:00,Delhi,Mall,Tech Park,Mini,Wallet,Completed,0,28.07,562.29,4.34,4.18,7.6,15,5,1,0,20.0317064481653,,
5449,2024-03-16 16:00:00,Mumbai,Railway Station,Market,Bike,Card,Completed,0,9.53,197.86,4.21,3.94,2.21,16,5,1,0,20.76180482686254,,
5450,2024-03-16 16:20:00,Pune,Hospital,Railway Station,Mini,Wallet,Cancelled,1,14.35,320.55,4.7,3.93,9.83,16,5,1,0,22.33797909407665,High fare,Driver asked to cancel
5451,2024-03-16 16:40:00,Hyderabad,Mall,Airport,SUV,Card,Completed,0,7.14,154.15,4.83,3.82,15.69,16,5,1,0,21.58963585434174,,
5452,2024-03-16 17:00:00,Chennai,Hospital,Hospital,Mini,Wallet,Completed,0,7.88,169.81,4.78,4.04,4.51,17,5,1,1,21.5494923857868,,
5453,2024-03-16 17:20:00,Chennai,Airport,Tech Park,Prime Sedan,Wallet,Cancelled,1,6.25,187.38,4.81,4.4,3.15,17,5,1,1,29.9808,Customer changed plans,Long wait time
5454,2024-03-16 17:40:00,Mumbai,Hospital,Residential,Auto,Wallet,Cancelled,1,15.53,236.08,4.52,4.36,4.01,17,5,1,1,15.20154539600773,Customer changed plans,Long wait time
5455,2024-03-16 18:00:00,Bengaluru,Airport,Tech Park,Bike,Cash,Cancelled,1,20.02,472.04,4.62,3.94,4.83,18,5,1,1,23.57842157842158,Driver asked to cancel,Long wait time
5456,2024-03-16 18:20:00,Bengaluru,Railway Station,Hospital,Mini,UPI,Cancelled,1,7.74,202.58,4.6,3.65,7.42,18,5,1,1,26.17312661498708,Driver not moving,Driver asked to cancel
5457,2024-03-16 18:40:00,Mumbai,Railway Station,Mall,Auto,Card,Cancelled,1,7.85,226.23,3.83,4.93,1.06,18,5,1,1,28.819108280254778,High fare,Customer changed plans
5458,2024-03-16 19:00:00,Pune,Tech Park,Residential,Prime Sedan,Card,Cancelled,1,6.5,198.43,4.25,4.04,1.75,19,5,1,1,30.52769230769231,Driver asked to cancel,High fare
5459,2024-03-16 19:20:00,Delhi,Hospital,Tech Park,Bike,UPI,Cancelled,1,20.35,407.29,4.15,3.83,5.53,19,5,1,1,20.014250614250614,High fare,Long wait time
5460,2024-03-16 19:40:00,Delhi,Residential,Residential,Mini,Card,Cancelled,1,13.16,305.07,4.31,4.32,4.95,19,5,1,1,23.18161094224924,Driver not moving,Driver not moving
5461,2024-03-16 20:00:00,Chennai,Mall,Market,Auto,Cash,Completed,0,3.2,129.32,4.3,4.07,1.64,20,5,1,1,40.4125,,
5462,2024-03-16 20:20:00,Pune,Tech Park,Tech Park,Auto,Card,Cancelled,1,23.91,522.64,4.57,4.79,11.38,20,5,1,1,21.858636553743203,High fare,Customer changed plans
5463,2024-03-16 20:40:00,Bengaluru,University,Residential,Auto,Card,Completed,0,0.8,82.09,4.2,3.92,2.8,20,5,1,1,102.6125,,
5464,2024-03-16 21:00:00,Pune,Hospital,Hospital,Prime Sedan,Cash,Cancelled,1,19.04,475.09,3.55,3.74,17.96,21,5,1,1,24.952205882352946,Long wait time,Driver asked to cancel
5465,2024-03-16 21:20:00,Pune,Hospital,Railway Station,SUV,Wallet,Cancelled,1,14.7,400.85,4.46,4.23,7.21,21,5,1,1,27.2687074829932,High fare,Customer changed plans
5466,2024-03-16 21:40:00,Hyderabad,Market,Railway Station,SUV,Cash,Completed,0,7.76,204.94,4.26,4.18,9.27,21,5,1,1,26.40979381443299,,
5467,2024-03-16 22:00:00,Mumbai,Market,Residential,Bike,Cash,Completed,0,7.62,161.33,4.51,3.97,6.09,22,5,1,0,21.171916010498688,,
5468,2024-03-16 22:20:00,Bengaluru,Residential,Hospital,Mini,UPI,Completed,0,6.75,148.9,3.94,4.05,3.17,22,5,1,0,22.05925925925926,,
5469,2024-03-16 22:40:00,Pune,Tech Park,Mall,Auto,Cash,Completed,0,3.34,115.25,4.51,4.49,5.93,22,5,1,0,34.5059880239521,,
5470,2024-03-16 23:00:00,Pune,Hospital,Hospital,Prime Sedan,Card,Cancelled,1,22.69,401.81,4.05,4.78,4.33,23,5,1,0,17.70868223887175,Customer changed plans,Long wait time
5471,2024-03-16 23:20:00,Pune,Airport,Market,Mini,Cash,Cancelled,1,7.45,183.81,3.76,3.69,1.29,23,5,1,0,24.67248322147651,High fare,Customer changed plans
5472,2024-03-16 23:40:00,Chennai,Residential,Railway Station,Mini,UPI,Completed,0,3.29,88.47,4.23,4.13,1.33,23,5,1,0,26.890577507598785,,
5473,2024-03-17 00:00:00,Chennai,Residential,Mall,Mini,UPI,Cancelled,1,21.8,412.74,3.74,4.54,3.76,0,6,1,0,18.93302752293578,Driver asked to cancel,Driver not moving
5474,2024-03-17 00:20:00,Hyderabad,Hospital,University,Mini,Wallet,Completed,0,10.3,230.01,4.12,4.68,7.57,0,6,1,0,22.331067961165047,,
5475,2024-03-17 00:40:00,Pune,Residential,Mall,Prime Sedan,Cash,Cancelled,1,10.74,221.02,4.39,4.8,3.76,0,6,1,0,20.579143389199256,Driver asked to cancel,Driver not moving
5476,2024-03-17 01:00:00,Chennai,Market,Mall,Auto,Card,Cancelled,1,25.04,437.93,3.87,3.64,3.86,1,6,1,0,17.489217252396166,Long wait time,Driver not moving
5477,2024-03-17 01:20:00,Hyderabad,Tech Park,Railway Station,SUV,Cash,Completed,0,11.78,191.13,4.46,4.14,7.75,1,6,1,0,16.224957555178268,,
5478,2024-03-17 01:40:00,Bengaluru,Mall,Market,Mini,UPI,Cancelled,1,4.52,146.02,3.87,4.42,3.72,1,6,1,0,32.30530973451328,Long wait time,Driver not moving
5479,2024-03-17 02:00:00,Bengaluru,Tech Park,Residential,Mini,Wallet,Cancelled,1,11.77,254.61,4.01,3.76,22.66,2,6,1,0,21.6321155480034,High fare,High fare
5480,2024-03-17 02:20:00,Mumbai,Tech Park,Railway Station,Bike,Cash,Cancelled,1,3.61,127.56,3.97,4.26,2.8,2,6,1,0,35.335180055401665,Customer changed plans,High fare
5481,2024-03-17 02:40:00,Chennai,Residential,Railway Station,Auto,Wallet,Cancelled,1,5.24,144.25,4.56,3.49,9.74,2,6,1,0,27.52862595419847,High fare,Long wait time
5482,2024-03-17 03:00:00,Pune,Residential,Market,Mini,UPI,Completed,0,9.31,232.42,4.41,3.79,5.48,3,6,1,0,24.964554242749728,,
5483,2024-03-17 03:20:00,Mumbai,Residential,Mall,Bike,Card,Cancelled,1,14.2,275.8,4.18,3.48,32.56,3,6,1,0,19.422535211267608,Driver not moving,Customer changed plans
5484,2024-03-17 03:40:00,Delhi,University,Market,Bike,Wallet,Cancelled,1,4.73,127.12,3.59,3.91,3.49,3,6,1,0,26.875264270613105,High fare,High fare
5485,2024-03-17 04:00:00,Chennai,Airport,Residential,Mini,UPI,Cancelled,1,6.6,160.32,4.32,3.01,8.66,4,6,1,0,24.290909090909093,High fare,Long wait time
5486,2024-03-17 04:20:00,Delhi,Tech Park,Market,Bike,UPI,Completed,0,6.55,158.87,3.92,4.59,4.89,4,6,1,0,24.25496183206107,,
5487,2024-03-17 04:40:00,Mumbai,Mall,University,SUV,Cash,Cancelled,1,15.88,400.87,3.9,4.34,1.0,4,6,1,0,25.243702770780857,Driver asked to cancel,High fare
5488,2024-03-17 05:00:00,Delhi,Residential,Tech Park,Prime Sedan,UPI,Completed,0,7.61,171.52,4.56,4.18,5.28,5,6,1,0,22.538764783180028,,
5489,2024-03-17 05:20:00,Hyderabad,Airport,University,Bike,Cash,Cancelled,1,23.7,458.73,4.04,3.77,3.47,5,6,1,0,19.355696202531647,Customer changed plans,Driver asked to cancel
5490,2024-03-17 05:40:00,Mumbai,University,Market,Mini,UPI,Cancelled,1,5.24,125.62,4.36,3.28,6.34,5,6,1,0,23.97328244274809,Driver asked to cancel,Long wait time
5491,2024-03-17 06:00:00,Delhi,Tech Park,Hospital,Auto,UPI,Completed,0,4.91,133.12,4.02,4.4,2.65,6,6,1,0,27.112016293279023,,
5492,2024-03-17 06:20:00,Mumbai,Tech Park,Residential,Prime Sedan,Cash,Cancelled,1,18.81,330.78,4.65,3.78,1.0,6,6,1,0,17.585326953748005,Driver not moving,Long wait time
5493,2024-03-17 06:40:00,Pune,Hospital,University,Prime Sedan,Wallet,Cancelled,1,11.12,224.5,4.53,4.14,14.89,6,6,1,0,20.18884892086331,Long wait time,Driver asked to cancel
5494,2024-03-17 07:00:00,Bengaluru,Airport,University,Bike,UPI,Cancelled,1,32.81,774.79,4.7,4.57,2.98,7,6,1,0,23.614446814995425,Driver asked to cancel,Long wait time
5495,2024-03-17 07:20:00,Bengaluru,Market,Residential,Auto,Wallet,Cancelled,1,18.35,352.15,4.76,3.44,9.46,7,6,1,0,19.190735694822887,Long wait time,Long wait time
5496,2024-03-17 07:40:00,Delhi,Tech Park,Mall,Bike,Card,Completed,0,2.53,80.76,3.82,4.29,4.6,7,6,1,0,31.9209486166008,,
5497,2024-03-17 08:00:00,Hyderabad,Mall,Tech Park,Auto,Card,Completed,0,7.48,240.9,5.0,4.23,6.26,8,6,1,1,32.205882352941174,,
5498,2024-03-17 08:20:00,Delhi,Tech Park,Hospital,Bike,Card,Cancelled,1,9.31,237.52,3.48,5.0,5.85,8,6,1,1,25.51235230934479,Driver asked to cancel,High fare
5499,2024-03-17 08:40:00,Delhi,Railway Station,Residential,Auto,Card,Completed,0,8.85,245.19,4.14,3.99,3.72,8,6,1,1,27.70508474576271,,
5500,2024-03-17 09:00:00,Mumbai,Hospital,Railway Station,Bike,Wallet,Cancelled,1,6.68,213.64,4.19,3.29,5.3,9,6,1,1,31.982035928143716,Driver not moving,Long wait time
5501,2024-03-17 09:20:00,Mumbai,Railway Station,University,Auto,UPI,Cancelled,1,8.72,247.62,3.73,3.94,9.07,9,6,1,1,28.396788990825687,Long wait time,High fare
5502,2024-03-17 09:40:00,Chennai,Mall,Tech Park,Mini,Card,Cancelled,1,9.05,247.97,4.17,3.47,5.48,9,6,1,1,27.4,Long wait time,High fare
5503,2024-03-17 10:00:00,Bengaluru,Market,Railway Station,Prime Sedan,Wallet,Cancelled,1,4.8,161.96,4.68,4.86,10.41,10,6,1,1,33.74166666666667,Driver asked to cancel,Customer changed plans
5504,2024-03-17 10:20:00,Bengaluru,Tech Park,Airport,Mini,Card,Cancelled,1,15.45,342.31,4.39,4.96,3.46,10,6,1,1,22.155987055016183,Customer changed plans,High fare
5505,2024-03-17 10:40:00,Mumbai,Railway Station,Tech Park,Mini,Wallet,Cancelled,1,21.97,540.96,3.78,4.13,4.89,10,6,1,1,24.62266727355485,Customer changed plans,Driver not moving
5506,2024-03-17 11:00:00,Mumbai,Hospital,Market,Auto,Wallet,Cancelled,1,12.46,249.44,4.23,4.48,1.78,11,6,1,0,20.019261637239165,Driver not moving,Driver not moving
5507,2024-03-17 11:20:00,Delhi,Mall,University,Auto,Card,Cancelled,1,10.07,191.58,4.67,4.33,6.68,11,6,1,0,19.02482621648461,Driver not moving,Driver not moving
5508,2024-03-17 11:40:00,Hyderabad,Railway Station,Tech Park,Prime Sedan,Card,Cancelled,1,7.13,132.22,4.06,4.16,4.58,11,6,1,0,18.54417952314165,Long wait time,Driver not moving
5509,2024-03-17 12:00:00,Pune,Railway Station,Railway Station,Prime Sedan,UPI,Completed,0,9.25,207.69,4.21,3.67,5.76,12,6,1,0,22.45297297297297,,
5510,2024-03-17 12:20:00,Hyderabad,University,Airport,SUV,Cash,Cancelled,1,9.92,193.84,4.51,4.53,14.28,12,6,1,0,19.54032258064516,High fare,Driver not moving
