Booking ID,Date,Time,City,Pickup Location,Drop Location,Vehicle Type,Ride Distance,Booking Value,Driver Ratings,Customer Rating,Payment Method,Wait Time,Booking Status,Cancelled Rides by Customer,Cancelled Rides by Driver,Reason for cancelling by Customer,Reason for cancelling by Driver
3101,2024-02-13,01:20:00,Chennai,Railway Station,Residential,Mini,13.58,208.42,4.56,4.11,UPI,15.54,Cancelled,0,0,Long wait time,Driver not moving
3102,2024-02-13,01:40:00,Hyderabad,Mall,Mall,Prime Sedan,18.88,424.88,5.0,3.83,Wallet,7.36,Completed,0,0,,
3103,2024-02-13,02:00:00,Delhi,Mall,Market,SUV,7.58,179.32,4.4,4.59,UPI,8.54,Completed,0,0,,
3104,2024-02-13,02:20:00,Hyderabad,University,Railway Station,Mini,7.6,230.24,3.96,5.0,Wallet,1.0,Cancelled,1,1,High fare,Driver not moving
3105,2024-02-13,02:40:00,Bengaluru,Railway Station,Hospital,Mini,7.3,154.64,4.44,4.29,Cash,3.52,Cancelled,0,0,Driver asked to cancel,Driver asked to cancel
3106,2024-02-13,03:00:00,Mumbai,Market,Airport,Auto,4.4,107.63,4.33,4.19,UPI,5.52,Completed,0,0,,
3107,2024-02-13,03:20:00,Mumbai,Airport,Airport,Auto,7.52,133.32,4.76,4.2,Wallet,1.98,Completed,0,0,,
3108,2024-02-13,03:40:00,Hyderabad,Mall,Railway Station,Bike,6.93,185.93,4.6,4.3,Cash,19.82,Cancelled,0,0,Customer changed plans,Long wait time
3109,2024-02-13,04:00:00,Delhi,Mall,Residential,Prime Sedan,6.64,166.39,4.28,3.12,Card,12.18,Cancelled,0,0,Customer changed plans,Customer changed plans
3110,2024-02-13,04:20:00,Hyderabad,Tech Park,Railway Station,Auto,6.57,165.41,4.19,3.49,Card,5.74,Completed,0,0,,
3111,2024-02-13,04:40:00,Bengaluru,Market,Tech Park,Mini,3.11,100.82,4.49,4.87,Cash,9.34,Completed,0,0,,
3112,2024-02-13,05:00:00,Pune,Mall,University,Mini,15.55,385.16,4.45,5.0,Wallet,4.06,Completed,0,0,,
3113,2024-02-13,05:20:00,Chennai,Market,University,Bike,5.12,118.14,3.79,4.07,Wallet,10.82,Completed,0,0,,
3114,2024-02-13,05:40:00,Bengaluru,University,Market,Mini,19.56,455.02,3.86,3.89,Cash,4.7,Cancelled,1,0,Driver asked to cancel,Long wait time
3115,2024-02-13,06:00:00,Delhi,Railway Station,Airport,Prime Sedan,3.71,113.18,4.52,4.77,Card,14.89,Cancelled,1,0,Long wait time,Driver asked to cancel
3116,2024-02-13,06:20:00,Mumbai,Mall,Airport,Bike,22.41,389.58,4.01,4.67,Cash,3.14,Cancelled,1,1,Driver asked to cancel,Driver asked to cancel
3117,2024-02-13,06:40:00,Mumbai,Residential,Hospital,Mini,6.1,144.76,3.86,4.66,UPI,1.6,Completed,0,0,,
3118,2024-02-13,07:00:00,Hyderabad,Airport,Tech Park,Bike,14.44,260.36,4.46,3.69,Cash,5.08,Completed,0,0,,
3119,2024-02-13,07:20:00,Mumbai,University,Railway Station,Mini,8.73,211.96,3.93,3.54,Card,2.91,Completed,0,0,,
3120,2024-02-13,07:40:00,Bengaluru,Market,Airport,Auto,2.75,102.95,4.25,3.58,Cash,7.17,Completed,0,0,,
3121,2024-02-13,08:00:00,Delhi,Mall,Airport,Auto,2.88,149.49,4.61,4.02,Card,2.48,Completed,0,0,,
3122,2024-02-13,08:20:00,Pune,Tech Park,University,Bike,4.79,195.32,3.94,4.01,UPI,19.86,Cancelled,1,0,Driver not moving,Driver not moving
3123,2024-02-13,08:40:00,Delhi,Mall,Railway Station,Auto,5.84,171.72,4.53,4.41,Card,1.54,Completed,0,0,,
3124,2024-02-13,09:00:00,Mumbai,Airport,Railway Station,Bike,7.75,177.0,4.63,4.76,UPI,7.41,Cancelled,0,1,Customer changed plans,High fare
3125,2024-02-13,09:20:00,Mumbai,Airport,Mall,Mini,10.06,248.05,3.99,3.7,UPI,3.99,Cancelled,1,0,Driver not moving,Long wait time
3126,2024-02-13,09:40:00,Mumbai,Hospital,Tech Park,Bike,7.04,164.17,4.88,4.62,Cash,13.47,Completed,0,0,,
3127,2024-02-13,10:00:00,Chennai,Railway Station,Market,Auto,9.7,252.74,4.07,4.75,Card,4.19,Completed,0,0,,
3128,2024-02-13,10:20:00,Bengaluru,Market,Tech Park,SUV,10.8,282.84,4.46,5.0,Cash,4.16,Cancelled,1,0,Driver not moving,Driver asked to cancel
3129,2024-02-13,10:40:00,Hyderabad,Market,University,Mini,6.82,209.63,3.98,4.33,UPI,3.88,Cancelled,0,0,Driver asked to cancel,Driver asked to cancel
3130,2024-02-13,11:00:00,Chennai,Market,Residential,Prime Sedan,12.31,197.49,4.06,4.25,UPI,7.59,Cancelled,0,0,Customer changed plans,Driver asked to cancel
3131,2024-02-13,11:20:00,Hyderabad,Airport,University,Mini,14.16,287.59,4.85,4.14,Cash,3.83,Completed,0,0,,
3132,2024-02-13,11:40:00,Hyderabad,Railway Station,Residential,Auto,10.99,187.89,4.95,4.32,Wallet,3.39,Cancelled,0,0,Customer changed plans,Customer changed plans
3133,2024-02-13,12:00:00,Delhi,Tech Park,Market,Auto,11.41,211.13,4.67,5.0,UPI,1.49,Completed,0,0,,
3134,2024-02-13,12:20:00,Chennai,Hospital,Market,Prime Sedan,9.12,205.88,4.18,4.61,UPI,2.64,Completed,0,0,,
3135,2024-02-13,12:40:00,Bengaluru,Residential,Residential,Mini,16.43,327.23,3.98,4.34,Card,9.14,Cancelled,0,0,Driver not moving,High fare
3136,2024-02-13,13:00:00,Chennai,Railway Station,University,SUV,7.88,127.72,3.71,3.49,Cash,2.94,Completed,0,0,,
3137,2024-02-13,13:20:00,Delhi,Residential,University,Prime Sedan,4.86,123.07,4.41,4.43,Wallet,5.95,Completed,0,0,,
3138,2024-02-13,13:40:00,Bengaluru,Airport,Mall,Bike,8.05,175.0,3.73,3.78,Wallet,1.0,Cancelled,1,1,Customer changed plans,High fare
3139,2024-02-13,14:00:00,Mumbai,Hospital,Airport,Auto,2.79,90.17,4.22,4.86,UPI,8.84,Completed,0,0,,
3140,2024-02-13,14:20:00,Mumbai,Tech Park,Hospital,Bike,2.5,85.05,4.52,4.12,Card,22.71,Cancelled,0,0,High fare,Driver not moving
3141,2024-02-13,14:40:00,Pune,Airport,Tech Park,Bike,14.21,353.68,4.01,3.42,Card,1.92,Cancelled,0,1,Customer changed plans,Driver not moving
3142,2024-02-13,15:00:00,Hyderabad,Railway Station,Airport,Auto,19.76,202.35,4.31,3.63,Card,2.39,Cancelled,0,0,Driver not moving,Driver asked to cancel
3143,2024-02-13,15:20:00,Chennai,Residential,Railway Station,Auto,6.24,143.21,4.18,3.94,Wallet,4.28,Completed,0,0,,
3144,2024-02-13,15:40:00,Delhi,Tech Park,Tech Park,SUV,14.3,193.88,4.51,4.21,Cash,1.11,Cancelled,1,0,Long wait time,Long wait time
3145,2024-02-13,16:00:00,Mumbai,Market,Market,Prime Sedan,1.38,66.68,4.34,4.12,Wallet,2.1,Completed,0,0,,
3146,2024-02-13,16:20:00,Mumbai,Railway Station,Mall,Prime Sedan,11.01,265.07,4.1,4.05,Cash,8.48,Cancelled,1,0,High fare,Driver not moving
3147,2024-02-13,16:40:00,Pune,Hospital,Hospital,Mini,7.9,248.97,3.86,5.0,Card,5.2,Cancelled,1,0,Driver asked to cancel,Driver asked to cancel
3148,2024-02-13,17:00:00,Delhi,Mall,Residential,Prime Sedan,21.82,459.79,5.0,4.01,Wallet,5.22,Cancelled,1,1,High fare,Driver asked to cancel
3149,2024-02-13,17:20:00,Delhi,Tech Park,Tech Park,SUV,7.13,167.4,4.11,3.94,UPI,1.0,Cancelled,1,1,Customer changed plans,Driver asked to cancel
3150,2024-02-13,17:40:00,Hyderabad,Residential,Residential,Mini,3.48,112.81,4.03,4.26,Wallet,1.51,Completed,0,0,,
3151,2024-02-13,18:00:00,Bengaluru,Mall,Tech Park,Auto,2.2,108.83,4.76,4.06,Wallet,3.56,Completed,0,0,,
3152,2024-02-13,18:20:00,Chennai,Mall,Airport,SUV,8.04,226.64,4.29,4.33,Cash,12.13,Cancelled,1,0,Driver not moving,Driver asked to cancel
3153,2024-02-13,18:40:00,Delhi,Residential,Airport,SUV,9.1,260.79,4.68,3.8,Cash,3.42,Cancelled,0,1,Customer changed plans,Driver asked to cancel
3154,2024-02-13,19:00:00,Pune,University,Market,Prime Sedan,6.82,219.35,4.34,4.31,Card,6.09,Completed,0,0,,
3155,2024-02-13,19:20:00,Hyderabad,University,Mall,Auto,14.5,317.05,4.43,3.41,Cash,2.93,Completed,0,0,,
3156,2024-02-13,19:40:00,Mumbai,Market,Tech Park,Bike,18.42,401.16,4.51,3.83,UPI,5.16,Cancelled,1,1,High fare,Long wait time
3157,2024-02-13,20:00:00,Delhi,Market,Airport,Mini,6.19,181.69,4.33,4.04,UPI,16.1,Cancelled,1,1,Driver not moving,Driver not moving
3158,2024-02-13,20:20:00,Delhi,Market,Residential,Auto,1.65,108.21,3.99,4.02,Card,6.84,Cancelled,0,0,Customer changed plans,Customer changed plans
3159,2024-02-13,20:40:00,Mumbai,Hospital,Residential,Prime Sedan,9.74,257.59,4.19,4.25,UPI,4.23,Completed,0,0,,
3160,2024-02-13,21:00:00,Mumbai,Hospital,Market,Bike,16.65,390.56,3.59,3.79,UPI,8.11,Completed,0,0,,
3161,2024-02-13,21:20:00,Delhi,Tech Park,Railway Station,Bike,6.21,190.95,4.58,4.23,UPI,7.94,Cancelled,1,0,Driver asked to cancel,High fare
3162,2024-02-13,21:40:00,Mumbai,Tech Park,Airport,Bike,11.41,276.72,4.08,4.41,Card,7.37,Cancelled,0,1,Driver not moving,Customer changed plans
3163,2024-02-13,22:00:00,Mumbai,Residential,Railway Station,Prime Sedan,3.27,94.07,3.91,4.11,Card,3.48,Completed,0,0,,
3164,2024-02-13,22:20:00,Chennai,Residential,University,Prime Sedan,9.58,202.85,4.57,4.29,Wallet,1.27,Completed,0,0,,
3165,2024-02-13,22:40:00,Chennai,University,Hospital,Auto,11.55,226.47,4.34,4.05,Cash,4.66,Cancelled,0,1,Driver asked to cancel,Customer changed plans
3166,2024-02-13,23:00:00,Delhi,Tech Park,Tech Park,Bike,9.76,210.32,4.74,4.19,UPI,2.15,Completed,0,0,,
3167,2024-02-13,23:20:00,Pune,Hospital,Residential,Bike,25.46,387.07,3.6,4.07,Wallet,1.91,Completed,0,0,,
3168,2024-02-13,23:40:00,Chennai,Tech Park,Railway Station,Bike,19.61,471.64,4.22,5.0,Wallet,6.01,Cancelled,1,0,Driver asked to cancel,High fare
3169,2024-02-14,00:00:00,Pune,Railway Station,Railway Station,Auto,12.8,237.06,4.14,4.24,UPI,5.04,Completed,0,0,,
3170,2024-02-14,00:20:00,Hyderabad,Tech Park,Market,Prime Sedan,15.65,385.11,4.62,3.76,Cash,8.1,Completed,0,0,,
3171,2024-02-14,00:40:00,Bengaluru,Hospital,Railway Station,Prime Sedan,9.53,175.22,4.41,4.11,Cash,7.29,Cancelled,0,1,High fare,Driver asked to cancel
3172,2024-02-14,01:00:00,Mumbai,Market,Mall,SUV,7.66,216.95,4.91,3.66,Cash,7.96,Cancelled,1,1,Long wait time,Customer changed plans
3173,2024-02-14,01:20:00,Hyderabad,Airport,Mall,Auto,5.73,155.62,4.94,3.21,UPI,20.67,Cancelled,0,1,High fare,Customer changed plans
3174,2024-02-14,01:40:00,Chennai,Hospital,University,Auto,3.21,89.01,4.59,4.28,Cash,3.51,Completed,0,0,,
3175,2024-02-14,02:00:00,Hyderabad,Hospital,Railway Station,Bike,20.18,406.65,4.45,4.7,Card,6.99,Cancelled,0,0,Driver asked to cancel,Long wait time
3176,2024-02-14,02:20:00,Delhi,University,Residential,Auto,26.08,525.04,3.86,4.47,UPI,5.89,Cancelled,0,0,Long wait time,Driver asked to cancel
3177,2024-02-14,02:40:00,Pune,Tech Park,Mall,Mini,8.18,221.79,4.55,4.29,UPI,1.0,Cancelled,0,0,Customer changed plans,Customer changed plans
3178,2024-02-14,03:00:00,Mumbai,Residential,University,Prime Sedan,8.28,183.24,5.0,4.64,Card,4.58,Completed,0,0,,
3179,2024-02-14,03:20:00,Pune,Mall,Railway Station,SUV,11.87,282.44,4.81,4.04,Card,1.94,Cancelled,1,0,Driver asked to cancel,Long wait time
3180,2024-02-14,03:40:00,Hyderabad,Hospital,Railway Station,Auto,7.16,165.97,4.16,3.13,Card,9.1,Completed,0,0,,
3181,2024-02-14,04:00:00,Bengaluru,Tech Park,Railway Station,Auto,3.57,90.63,4.25,4.47,UPI,3.32,Completed,0,0,,
3182,2024-02-14,04:20:00,Hyderabad,Tech Park,Railway Station,Bike,2.72,95.38,4.98,4.09,UPI,2.63,Completed,0,0,,
3183,2024-02-14,04:40:00,Mumbai,Mall,Railway Station,Auto,25.51,455.81,3.95,4.47,Wallet,11.78,Completed,0,0,,
3184,2024-02-14,05:00:00,Hyderabad,Tech Park,University,Mini,1.89,77.83,4.44,4.46,UPI,6.42,Completed,0,0,,
3185,2024-02-14,05:20:00,Bengaluru,Mall,Tech Park,Bike,10.01,240.69,4.12,4.25,Card,7.49,Completed,0,0,,
3186,2024-02-14,05:40:00,Bengaluru,Hospital,Airport,SUV,2.13,91.06,4.19,4.32,Cash,6.05,Completed,0,0,,
3187,2024-02-14,06:00:00,Mumbai,Tech Park,Market,Mini,7.41,152.77,4.49,4.49,UPI,2.11,Completed,0,0,,
3188,2024-02-14,06:20:00,Hyderabad,Airport,Market,SUV,6.17,141.58,4.56,4.09,Card,1.46,Completed,0,0,,
3189,2024-02-14,06:40:00,Mumbai,Hospital,Mall,Mini,2.46,83.92,4.18,4.58,UPI,7.46,Completed,0,0,,
3190,2024-02-14,07:00:00,Chennai,University,Airport,Auto,12.15,264.32,4.65,5.0,Cash,10.98,Completed,0,0,,
3191,2024-02-14,07:20:00,Bengaluru,Mall,Tech Park,Mini,3.36,102.22,4.61,4.34,Card,4.18,Completed,0,0,,
3192,2024-02-14,07:40:00,Delhi,Railway Station,Tech Park,Auto,2.18,81.07,4.62,4.41,Cash,11.21,Completed,0,0,,
3193,2024-02-14,08:00:00,Bengaluru,Mall,Residential,Mini,13.04,277.85,4.43,4.84,Cash,4.23,Completed,0,0,,
3194,2024-02-14,08:20:00,Chennai,Tech Park,University,Prime Sedan,6.19,147.48,4.87,4.75,UPI,3.63,Cancelled,1,1,High fare,Customer changed plans
3195,2024-02-14,08:40:00,Delhi,Tech Park,Mall,Auto,4.45,155.31,4.0,4.2,UPI,5.68,Completed,0,0,,
3196,2024-02-14,09:00:00,Hyderabad,University,Railway Station,Mini,13.57,308.84,4.41,3.47,Card,2.48,Cancelled,1,0,Driver asked to cancel,High fare
3197,2024-02-14,09:20:00,Pune,Residential,Mall,Bike,3.22,138.05,4.23,3.83,Card,8.43,Cancelled,1,1,Customer changed plans,Driver not moving
3198,2024-02-14,09:40:00,Hyderabad,Residential,Hospital,Prime Sedan,1.7,101.63,4.47,4.35,UPI,11.63,Completed,0,0,,
3199,2024-02-14,10:00:00,Pune,Railway Station,Residential,Mini,17.64,470.86,4.74,4.06,Wallet,2.13,Cancelled,0,1,Long wait time,Customer changed plans
3200,2024-02-14,10:20:00,Mumbai,Mall,Railway Station,Auto,23.3,328.24,3.9,3.89,UPI,3.46,Cancelled,1,0,High fare,Driver not moving
3201,2024-02-14,10:40:00,Delhi,Hospital,University,Auto,7.27,203.94,4.35,4.4,UPI,11.61,Cancelled,0,0,Customer changed plans,Long wait time
3202,2024-02-14,11:00:00,Chennai,University,Airport,Mini,0.8,58.68,4.16,3.94,Wallet,2.88,Completed,0,0,,
3203,2024-02-14,11:20:00,Hyderabad,Tech Park,Residential,Bike,7.2,173.59,4.77,4.84,Card,2.78,Completed,0,0,,
3204,2024-02-14,11:40:00,Chennai,Airport,Hospital,Bike,14.08,295.27,4.9,3.92,Cash,14.55,Completed,0,0,,
3205,2024-02-14,12:00:00,Pune,Railway Station,Residential,Auto,16.52,320.01,3.95,4.26,Wallet,16.58,Cancelled,1,0,Customer changed plans,High fare
3206,2024-02-14,12:20:00,Mumbai,Mall,Airport,Auto,3.53,112.3,4.56,4.09,UPI,6.13,Completed,0,0,,
3207,2024-02-14,12:40:00,Delhi,Airport,Market,Mini,6.41,129.84,5.0,4.07,Cash,5.76,Completed,0,0,,
3208,2024-02-14,13:00:00,Chennai,Hospital,Railway Station,Auto,9.49,239.24,4.43,4.38,Wallet,16.93,Cancelled,0,0,Customer changed plans,Customer changed plans
3209,2024-02-14,13:20:00,Hyderabad,Hospital,Airport,Bike,13.55,226.92,4.34,3.14,Wallet,12.04,Cancelled,1,0,Driver not moving,Customer changed plans
3210,2024-02-14,13:40:00,Mumbai,Tech Park,Railway Station,Auto,12.62,233.06,4.5,4.25,Card,17.3,Cancelled,0,0,Customer changed plans,High fare
3211,2024-02-14,14:00:00,Hyderabad,Residential,Residential,Prime Sedan,11.31,232.39,4.67,4.61,Card,3.25,Cancelled,0,1,Driver not moving,Driver not moving
3212,2024-02-14,14:20:00,Chennai,Tech Park,Market,Auto,16.49,366.0,4.84,4.64,Card,3.97,Cancelled,1,0,Long wait time,Customer changed plans
3213,2024-02-14,14:40:00,Bengaluru,Residential,Residential,Bike,7.65,185.89,4.9,4.46,Cash,1.0,Completed,0,0,,
3214,2024-02-14,15:00:00,Bengaluru,Railway Station,Airport,Auto,20.3,469.29,4.0,4.49,Card,1.0,Completed,0,0,,
3215,2024-02-14,15:20:00,Mumbai,Mall,Airport,Bike,5.25,128.77,4.76,4.48,Card,1.12,Cancelled,1,0,Customer changed plans,Driver not moving
3216,2024-02-14,15:40:00,Pune,University,Airport,Prime Sedan,12.75,284.99,4.33,4.85,Cash,4.06,Cancelled,0,1,Long wait time,Customer changed plans
3217,2024-02-14,16:00:00,Chennai,Hospital,University,Prime Sedan,5.84,127.23,4.29,4.36,UPI,2.49,Cancelled,0,1,Customer changed plans,Customer changed plans
3218,2024-02-14,16:20:00,Hyderabad,Residential,Railway Station,Mini,7.35,185.12,4.26,4.18,Card,6.04,Cancelled,0,0,Driver not moving,Customer changed plans
3219,2024-02-14,16:40:00,Pune,Airport,University,Mini,8.19,194.5,4.61,3.91,UPI,3.07,Cancelled,1,0,Customer changed plans,Driver asked to cancel
3220,2024-02-14,17:00:00,Chennai,Railway Station,Hospital,SUV,5.6,133.27,4.17,4.14,Wallet,13.44,Cancelled,1,0,Driver not moving,High fare
3221,2024-02-14,17:20:00,Mumbai,University,Mall,Auto,16.96,304.34,4.83,4.52,Cash,2.31,Cancelled,0,1,Driver asked to cancel,High fare
3222,2024-02-14,17:40:00,Chennai,Mall,Airport,SUV,6.06,169.54,4.3,4.6,Card,1.0,Completed,0,0,,
3223,2024-02-14,18:00:00,Bengaluru,Market,Residential,Mini,7.9,218.93,4.64,4.03,Cash,1.45,Cancelled,1,0,Driver not moving,Customer changed plans
3224,2024-02-14,18:20:00,Bengaluru,Tech Park,Tech Park,Prime Sedan,11.78,327.19,4.55,4.03,Wallet,12.23,Completed,0,0,,
3225,2024-02-14,18:40:00,Mumbai,Mall,Tech Park,Mini,32.5,619.06,4.0,4.48,Card,2.33,Cancelled,1,0,Driver asked to cancel,High fare
3226,2024-02-14,19:00:00,Delhi,Tech Park,Hospital,Bike,12.07,326.03,4.04,4.8,UPI,8.84,Cancelled,1,1,High fare,Driver not moving
3227,2024-02-14,19:20:00,Mumbai,University,University,Mini,8.4,255.25,4.58,5.0,Card,5.93,Completed,0,0,,
3228,2024-02-14,19:40:00,Delhi,Railway Station,University,Mini,1.42,90.66,3.87,4.5,Wallet,11.02,Completed,0,0,,
3229,2024-02-14,20:00:00,Pune,Market,Residential,Mini,7.21,253.36,4.4,4.01,Cash,14.46,Cancelled,1,0,High fare,Long wait time
3230,2024-02-14,20:20:00,Mumbai,Railway Station,Railway Station,Prime Sedan,4.87,178.04,4.19,3.83,UPI,6.33,Cancelled,0,1,Driver not moving,Customer changed plans
3231,2024-02-14,20:40:00,Delhi,Airport,Hospital,Mini,6.35,195.54,4.21,4.99,Card,6.46,Cancelled,0,1,Driver asked to cancel,Driver asked to cancel
3232,2024-02-14,21:00:00,Delhi,Mall,Residential,Bike,5.75,195.29,4.48,4.42,UPI,1.0,Completed,0,0,,
3233,2024-02-14,21:20:00,Mumbai,Market,Railway Station,Auto,11.7,317.54,4.81,4.11,Card,5.56,Completed,0,0,,
3234,2024-02-14,21:40:00,Pune,Airport,Tech Park,Auto,7.1,221.55,4.54,4.01,UPI,3.52,Cancelled,1,0,Customer changed plans,Long wait time
3235,2024-02-14,22:00:00,Mumbai,Airport,Mall,Prime Sedan,4.01,112.69,3.87,4.93,Cash,8.06,Cancelled,0,0,Customer changed plans,Customer changed plans
3236,2024-02-14,22:20:00,Chennai,Tech Park,Hospital,Auto,14.46,288.2,4.37,4.13,Cash,8.86,Completed,0,0,,
3237,2024-02-14,22:40:00,Pune,Railway Station,Mall,Mini,2.94,99.56,4.65,4.8,Card,1.63,Completed,0,0,,
3238,2024-02-14,23:00:00,Pune,Market,Railway Station,Mini,8.13,190.73,4.24,4.6,Cash,4.61,Cancelled,0,1,Driver asked to cancel,High fare
3239,2024-02-14,23:20:00,Hyderabad,Market,Market,Mini,7.25,141.03,4.31,4.13,Cash,12.85,Completed,0,0,,
3240,2024-02-14,23:40:00,Mumbai,Tech Park,Hospital,Mini,10.21,282.45,4.16,5.0,UPI,8.89,Cancelled,1,1,Customer changed plans,High fare
3241,2024-02-15,00:00:00,Hyderabad,Hospital,Airport,Prime Sedan,16.6,327.22,4.74,4.25,Wallet,6.92,Cancelled,0,0,Long wait time,Driver asked to cancel
3242,2024-02-15,00:20:00,Delhi,Mall,Mall,Bike,35.6,705.98,4.0,4.05,Cash,7.67,Completed,0,0,,
3243,2024-02-15,00:40:00,Chennai,Tech Park,Residential,Bike,8.39,226.33,4.2,4.89,Cash,1.0,Completed,0,0,,
3244,2024-02-15,01:00:00,Bengaluru,Railway Station,Residential,Bike,4.81,110.73,3.98,4.62,Cash,5.27,Completed,0,0,,
3245,2024-02-15,01:20:00,Bengaluru,University,Residential,Auto,4.46,132.25,4.63,4.06,Cash,2.98,Completed,0,0,,
3246,2024-02-15,01:40:00,Chennai,University,Residential,SUV,4.44,109.91,3.99,4.64,Wallet,14.4,Completed,0,0,,
3247,2024-02-15,02:00:00,Hyderabad,Airport,Hospital,Bike,9.96,217.55,4.09,4.75,Wallet,20.61,Cancelled,1,0,Driver asked to cancel,Driver asked to cancel
3248,2024-02-15,02:20:00,Pune,Market,Mall,Auto,1.11,68.19,4.24,4.56,Card,3.02,Completed,0,0,,
3249,2024-02-15,02:40:00,Bengaluru,University,Tech Park,Prime Sedan,2.79,101.13,4.39,4.02,Wallet,15.74,Completed,0,0,,
3250,2024-02-15,03:00:00,Bengaluru,Railway Station,Tech Park,Auto,9.97,199.63,4.21,4.4,Card,8.47,Cancelled,1,0,Driver not moving,High fare
3251,2024-02-15,03:20:00,Pune,Airport,Airport,Bike,14.93,233.94,4.35,3.78,Wallet,1.0,Cancelled,1,0,Long wait time,Driver not moving
3252,2024-02-15,03:40:00,Mumbai,Mall,Hospital,Mini,14.99,200.99,3.68,4.09,UPI,13.06,Cancelled,0,1,High fare,Long wait time
3253,2024-02-15,04:00:00,Mumbai,Airport,University,Bike,8.67,234.85,4.59,4.11,Wallet,10.92,Completed,0,0,,
3254,2024-02-15,04:20:00,Delhi,Railway Station,University,Prime Sedan,13.7,189.91,4.46,4.62,Wallet,5.29,Cancelled,0,0,Customer changed plans,Driver asked to cancel
3255,2024-02-15,04:40:00,Chennai,Mall,University,Auto,16.79,327.55,4.37,4.68,Card,8.47,Completed,0,0,,
3256,2024-02-15,05:00:00,Mumbai,University,Residential,Bike,5.99,131.9,3.48,3.64,Cash,9.2,Completed,0,0,,
3257,2024-02-15,05:20:00,Chennai,Railway Station,Tech Park,Mini,15.7,229.11,4.36,4.45,Card,14.34,Cancelled,1,0,High fare,High fare
3258,2024-02-15,05:40:00,Pune,University,Residential,Mini,2.01,74.5,4.11,4.23,Wallet,14.54,Cancelled,0,0,Customer changed plans,High fare
3259,2024-02-15,06:00:00,Pune,Airport,Residential,Mini,2.72,88.21,4.12,4.42,Card,3.77,Completed,0,0,,
3260,2024-02-15,06:20:00,Bengaluru,Railway Station,Airport,SUV,6.26,166.44,4.34,4.95,Wallet,2.71,Cancelled,1,0,Driver asked to cancel,Long wait time
3261,2024-02-15,06:40:00,Hyderabad,Residential,Tech Park,Prime Sedan,1.78,76.71,4.77,4.07,UPI,2.97,Completed,0,0,,
3262,2024-02-15,07:00:00,Hyderabad,Residential,Airport,Auto,11.83,218.36,4.99,4.13,Wallet,2.65,Cancelled,0,0,Long wait time,Driver asked to cancel
3263,2024-02-15,07:20:00,Chennai,University,Hospital,Auto,5.34,113.42,4.77,4.58,Wallet,3.91,Completed,0,0,,
3264,2024-02-15,07:40:00,Delhi,Tech Park,Airport,SUV,7.3,194.38,4.3,4.29,Card,4.04,Completed,0,0,,
3265,2024-02-15,08:00:00,Hyderabad,University,Tech Park,Auto,7.5,196.63,4.92,3.57,Wallet,2.45,Cancelled,1,1,Driver asked to cancel,Driver asked to cancel
3266,2024-02-15,08:20:00,Delhi,Hospital,University,Bike,6.14,171.18,4.87,5.0,Cash,4.63,Cancelled,1,1,High fare,Long wait time
3267,2024-02-15,08:40:00,Chennai,Market,Tech Park,Auto,4.42,172.74,4.38,4.38,Wallet,12.98,Cancelled,1,0,High fare,High fare
3268,2024-02-15,09:00:00,Pune,Tech Park,Airport,Bike,11.45,252.9,3.7,4.7,UPI,5.53,Completed,0,0,,
3269,2024-02-15,09:20:00,Mumbai,Railway Station,Tech Park,SUV,5.25,166.1,4.05,4.07,Wallet,1.63,Cancelled,0,1,Long wait time,Driver not moving
3270,2024-02-15,09:40:00,Delhi,Market,Residential,Auto,7.43,230.62,3.59,3.64,Wallet,3.13,Cancelled,1,1,Customer changed plans,Customer changed plans
3271,2024-02-15,10:00:00,Pune,Mall,Mall,Prime Sedan,10.28,260.93,4.19,4.22,Wallet,17.04,Completed,0,0,,
3272,2024-02-15,10:20:00,Delhi,Airport,Airport,Auto,16.7,320.62,4.38,4.37,UPI,12.51,Cancelled,0,0,Customer changed plans,Driver asked to cancel
3273,2024-02-15,10:40:00,Hyderabad,Residential,University,Mini,15.86,301.76,3.75,4.8,Card,2.47,Completed,0,0,,
3274,2024-02-15,11:00:00,Chennai,Mall,Tech Park,Bike,5.62,148.32,4.66,4.06,Cash,14.44,Completed,0,0,,
3275,2024-02-15,11:20:00,Delhi,Railway Station,Hospital,Mini,4.24,107.26,4.41,4.71,Wallet,9.4,Completed,0,0,,
3276,2024-02-15,11:40:00,Mumbai,Hospital,Mall,Mini,18.9,380.27,3.71,3.67,UPI,16.03,Cancelled,0,0,High fare,Customer changed plans
3277,2024-02-15,12:00:00,Chennai,Residential,University,Mini,5.23,118.03,4.43,4.1,Card,1.06,Completed,0,0,,
3278,2024-02-15,12:20:00,Pune,University,Market,Auto,11.15,258.19,3.73,4.37,Card,3.27,Cancelled,1,1,Driver not moving,Driver asked to cancel
3279,2024-02-15,12:40:00,Chennai,Tech Park,Tech Park,Bike,1.69,80.89,5.0,3.77,Cash,9.84,Completed,0,0,,
3280,2024-02-15,13:00:00,Bengaluru,Market,University,Auto,1.08,64.85,3.9,4.97,Cash,7.44,Completed,0,0,,
3281,2024-02-15,13:20:00,Delhi,Market,University,SUV,8.39,200.66,4.02,4.16,Cash,15.06,Cancelled,1,1,Long wait time,Customer changed plans
3282,2024-02-15,13:40:00,Chennai,Hospital,Railway Station,Prime Sedan,6.72,132.33,4.19,3.93,Cash,11.11,Completed,0,0,,
